topic_id,keywords,num_keywords,label,taxonomy_main_id,taxonomy_main_name,taxonomy_main_group,taxonomy_secondary_id,taxonomy_secondary_name,taxonomy_secondary_group,taxonomy_confidence,taxonomy_is_noise,radway_main_id,radway_main_name,radway_secondary_id,radway_phase,radway_phase_name,radway_is_none,radway_confidence,radway_rationale
10,"door, doors, opens, opened, knock, hallway, stairs, elevators, floor, doorbell",27,10_door_doors_opens_opened,8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on physical doorways, not the emotional or social dynamics between the heroine and hero. It does not primarily realise any of Radway's 13 functions in the heroine–hero narrative arc."
11,"wine, kitchen, plate, sip, waitress, bottle, cup, mug, dinner, food",27,11_wine_kitchen_plate_sip,8.2,Public & Leisure Spaces,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"This topic lacks keywords and has no previous label or scene summary. It's not related to the heroine–hero relationship, focusing instead on minor actions in public spaces. It doesn't primarily realise any of Radway's functions."
12,"kisses, kissed, tongue, mouth, cheek, neck, leans, lip, licks, soft",27,12_kisses_kissed_tongue_mouth,2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,high,"The topic revolves around kissing, a tender and affectionate act, which aligns with Radway's function R8 - Hero treats heroine tenderly. The snippets show no signs of conflict or misunderstanding, supporting the high confidence in this assignment."
13,"smiled, smile, smiles, laugh, laughs, laughed, grinned, grin, eyebrows, giggles",27,13_smiled_smile_smiles_laugh,2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,medium,"The topic revolves around tender, affectionate moments between the hero and heroine, as indicated by the representative snippets. This aligns with Radway's function R8, where the hero treats the heroine tenderly, marking a turning point in their relationship."
14,"smile, smiles, grin, smiled, laugh, grinned, grins, laughed, laughs, smirked",27,14_smile_smiles_grin_smiled,2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,high,"The topic's representative snippets ('i smile up at him in wonder.', 'âhi.â i smile over at him.', 'i smile at the little guy.') consistently show the heroine responding warmly to the hero, which aligns with Radway's function R9 (Heroine responds warmly to hero's tenderness)."
15,"clit, hips, pussy, legs, thighs, erection, waist, thigh, panties, pulls",27,15_clit_hips_pussy_legs,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"This topic revolves around explicit sexual acts between the hero and heroine, which typically occurs in Phase III of Radway's narrative functions. It represents the heroine's response to the hero's declaration of love and commitment, combining both emotional and sexual intimacy."
16,"fathera, parents, died, dada, older, fathers, children, kids, grandson, hea",27,16_fathera_parents_died_dada,5.1,Family & Kinship,Social World Outside Couple,,,,high,False,R10,Heroine reinterprets hero's behaviour as result of previous hurt,,II,Turning Point & Recognition,False,medium,"The topic revolves around the hero's past actions and his feelings of responsibility, which the heroine is trying to understand. This aligns with R10, where the heroine reinterprets the hero's behavior as a result of previous hurt. The topic does not clearly correspond to other phases or functions."
17,", , , , , , , , , ",27,17____,,,,,,,,False,,,,,,False,,
18,", , , , , , , , , ",27,18____,,,,,,,,False,,,,,,False,,
19,"stomach, chest, blood, veins, temples, spine, belly, adrenaline, heartbeat, beating",27,19_stomach_chest_blood_veins,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",1.1,Body Parts & Physical Reactions,Embodied & Sensory Experience,high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's focus on explicit sexual acts and physical reactions strongly suggests it realizes Radway's function R12, where the heroine responds sexually and emotionally to the hero's declaration of love. The representative snippets ('my stomach feels like itas carrying a cannonball.', 'my heart hammers in my chest.') indicate heightened emotional and physical responses, typical of union scenes."
20,"gaze, stare, staring, looks, stares, look, stared, glares, glances, looked",27,20_gaze_stare_staring_looks,2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",,,,high,False,R4,Heroine interprets hero's behaviour as purely sexual interest,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and representative snippets ('gaze', 'meet') suggest a focus on eye contact, which can indicate attraction or tension between the hero and heroine. This aligns with Radway's function R4, where the heroine interprets the hero's behaviour as purely sexual interest."
21,"car, driver, limo, parked, parking, cars, driveway, suv, curb, cab",27,21_car_driver_limo_parked,2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,none,None of the above,,NA,Not a narrative function,True,high,"This topic's keywords and representative snippets focus on car-related interactions, which do not directly relate to the heroine–hero narrative arc. They do not primarily realise any of Radway's 13 functions."
22,"didna, couldna, wasna, hadna, wouldna, control, fucked, want, expecting, anymore",27,22_didna_couldna_wasna_hadna,3.3,Ambivalence & Internal Conflict,"Emotions, Cognition & Inner Life",,,,high,False,R5,Heroine responds with anger or coldness,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and representative snippets ('i didnât care.', 'i didnât like it.') indicate emotional withdrawal and guarded responses, which align with R5 - Heroine responds with anger or coldness. This function is part of Phase I, Initial Conflict & Isolation."
23,"reesea, merinaa, gwynetha, taga, board, hadna, gave, told, cadea, wasna",27,23_reesea_merinaa_gwynetha_taga,8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,low,"The topic's representative snippets suggest tender interactions between characters, as indicated by the use of smooth voice and affectionate terms like 'her'. However, the lack of explicit keywords and context makes this assignment tentative."
24,"rings, buzzes, pocket, rang, screen, cellphone, nightstand, ringing, message, purse",27,24_rings_buzzes_pocket_rang,8.2,Public & Leisure Spaces,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"This topic is about a mundane object, a phone, and its notifications. It does not directly participate in the heroine–hero narrative arc, thus it is none of the above."
25,"smile, laugh, laughter, grin, smiled, grinned, burst, laughed, chuckled, force",27,25_smile_laugh_laughter_grin,2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"The topic's representative snippets show the heroine responding warmly to the hero, which aligns with R9. However, the lack of keywords and previous LLM label makes this a low confidence match."
26,"tonight, night, evening, nights, stand, saturday, happened, tonighta, nighttime, nighta",27,26_tonight_night_evening_nights,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,medium,"The topic revolves around planning a night out, which typically involves tender gestures and care, fitting Radway's R8 function of the hero treating the heroine tenderly."
27,"door, doors, opened, car, stairs, shut, stepped, purse, headed, walked",27,27_door_doors_opened_car,8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on mundane actions and times, which do not primarily realise any of Radway's 13 functions. They cover background details about domestic spaces and routines, not central to the heroine–hero narrative arc."
28,"dona, want, say, need, think, talk, really, anymore, anybody, flatter",27,28_dona_want_say_need,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),3.3,Ambivalence & Internal Conflict,"Emotions, Cognition & Inner Life",medium,False,R3,Hero responds ambiguously to heroine,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and representative snippets ('i don't care.', 'i don't know why.', 'oh, no, you don't.') suggest a heroine who is ambivalent or confused about her feelings towards the hero, which fits Radway's function R3 (Hero responds ambiguously to heroine). The Stage 2 taxonomy group 'Conflict, Distance & Breakup Threats' also supports this interpretation."
29,"minutes, weeks, months, days, week, hours, years, month, seconds, hour",27,29_minutes_weeks_months_days,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R2,Heroine reacts antagonistically to the hero,,I,Initial Conflict & Isolation,False,low,"The topic's keywords and snippets suggest a sense of time passing slowly, which could indicate the heroine's distress or frustration, potentially leading her to react antagonistically towards the hero. However, the lack of explicit keywords and context makes this interpretation uncertain."
30,"game, hockey, puck, players, games, play, player, teams, goalie, goal",27,30_game_hockey_puck_players,8.2,Public & Leisure Spaces,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets do not contain any romantic or conflict-related elements, focusing instead on a game or activity. This topic does not primarily realise any of Radway's 13 functions in the heroine–hero narrative arc."
31,"wea, wear, clothes, outfit, wearing, going, wardrobe, worn, clothing, doing",27,31_wea_wear_clothes_outfit,8.2,Public & Leisure Spaces,"Spaces, Time, Activities & Objects",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and snippets do not contain any direct references to the heroine, hero, or their relationship. The Stage 2 taxonomy classification under 'Public & Leisure Spaces' further indicates that this topic is not centrally involved in the heroine–hero narrative arc."
32,"firmly, offense, answered, youa, say, flatly, problem, replied, saying, wona",27,32_firmly_offense_answered_youa,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,high,"The topic's keywords and representative snippets show conflict and resistance, with the heroine pushing back against the hero ('no, you don't have a say', 'no, I don't want to hear what you think'). This aligns with R7, where the couple is separated or in conflict due to the heroine's antagonistic response."
33,"business, company, dollars, pay, job, million, thousand, paid, investment, cost",27,33_business_company_dollars_pay,6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"This topic lacks keywords, label, or scene summary, and its Stage 1 categories are empty. The Stage 2 taxonomy places it in the 'Hero's Elite Work & Business World', which is not a central romance narrative function. Therefore, it does not primarily realise any of Radway's functions."
34,"huntera, cards, california, glanced, archery, turned, chips, shoulder, gritted, threw",27,34_huntera_cards_california_glanced,1.5,Exercise & Physical Activity,Embodied & Sensory Experience,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),high,False,R2,Heroine reacts antagonistically to the hero,,I,Initial Conflict & Isolation,False,medium,"The topic's snippets show the heroine's interaction with the hero's friends, suggesting a potential initial conflict or antagonism (R2). The lack of keywords and previous labels makes it less confident."
35,"silent, fell, remained, beat, stays, descends, awkward, stretched, stretches, moment",27,35_silent_fell_remained_beat,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,low,"The topic's keywords and snippets suggest a lack of communication or distance, which could indicate a separation between the hero and heroine. This aligns with R7, though the lack of explicit keywords makes the confidence low."
36,"knees, feet, fists, arms, foot, fold, shuffle, fist, shoe, sides",27,36_knees_feet_fists_arms,2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"This topic's keywords and representative snippets focus on specific sexual positions, which do not primarily realise any of Radway's 13 functions. They are not central to the heroine–hero narrative arc."
37,"ridiculous, insane, bullshit, fool, dumbass, outrageous, assholes, insanity, idiots, stupidest",27,37_ridiculous_insane_bullshit_fool,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",medium,False,R2,Heroine reacts antagonistically to the hero,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and representative snippets ('ridiculous', 'how fucking great is that?', 'fucking ridiculous') suggest the heroine's antagonistic reaction to the hero, fitting Radway's R2 function. The Stage 2 taxonomy group 'Conflict, Distance & Breakup Threats' further supports this interpretation."
38,"looks, gaze, stares, glare, stare, look, glances, looked, glanced, staring",27,38_looks_gaze_stares_glare,2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",,,,high,False,R4,Heroine interprets hero's behaviour as purely sexual interest,,I,Initial Conflict & Isolation,False,medium,"The topic's representative snippets show a tense, silent exchange of gazes between the hero and heroine, suggesting sexual tension and attraction. This aligns with R4, where the heroine interprets the hero's behavior as purely sexual interest."
39,"lip, bite, teeth, nose, tongue, mouth, bridge, grit, lick, chew",27,39_lip_bite_teeth_nose,2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,low,"The topic's focus on kissing and non-explicit affection suggests a tender moment between the hero and heroine, fitting Radway's R8 function. However, the lack of explicit context or keywords makes this a low confidence match."
40,"loves, doesna, needs, says, miaa, wants, left, likes, lot, job",27,40_loves_doesna_needs_says,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",5.2,Friends & Social Circles,Social World Outside Couple,medium,False,none,None of the above,,NA,Not a narrative function,True,high,"This topic lacks keywords and has no relevant scene summary or label. It's not classified under 'Relationship Trajectory (Main Couple)' and doesn't express emotions, conflicts, or intimacy central to the heroine–hero arc."
41,"ia, used, going, complaining, anymore, ready, heartless, ashamed, wrong, doing",27,41_ia_used_going_complaining,3.3,Ambivalence & Internal Conflict,"Emotions, Cognition & Inner Life",,,,high,False,R3,Hero responds ambiguously to heroine,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and snippets ('confused', 'not in danger as long as I'm here') suggest the heroine is experiencing internal conflict and uncertainty about the hero's intentions, fitting R3 - Hero responds ambiguously to heroine."
42,"sexual, intimate, virginity, intimacy, having, sexually, blowing, sexa, sexuality, just",27,42_sexual_intimate_virginity_intimacy,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's focus on explicit sexual acts directly corresponds to Radway's R12, as it represents the heroine's reciprocal response to the hero's declaration of love, combining erotic fulfillment and emotional acceptance."
43,"ia, going, working, ready, doing, supposed, aware, prepared, oversee, trying",27,43_ia_going_working_ready,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,low,"The topic's keywords and snippets suggest tenderness and support, fitting Radway's function R8. However, the lack of explicit keywords and the low number of snippets make this a low confidence match."
44,"mothera, moma, stepmother, died, mamaa, moms, motherhood, telling, tell, traumatizing",27,44_mothera_moma_stepmother_died,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),5.1,Family & Kinship,Social World Outside Couple,medium,False,R10,Heroine reinterprets hero's behaviour as result of previous hurt,,II,Turning Point & Recognition,False,medium,"This topic revolves around the heroine's mother and her past, which the heroine may use to reinterpret the hero's behaviour. It fits R10 as it often leads to the heroine understanding the hero's past wounds and reframing his earlier harshness as self-protection."
45,"want, need, wanted, needed, thata, exactly, isna, wanting, tell, just",27,45_want_need_wanted_needed,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,medium,False,none,None of the above,,NA,Not a narrative function,True,high,"This topic's keywords ('want', 'one') do not directly relate to any specific narrative function in Radway's schema. They are too vague and general to indicate a clear role in the heroine–hero story arc."
46,"didn, hardya, wasn, murmured, looked, pickup, wondered, couldn, heard, gave",27,46_didn_hardya_wasn_murmured,2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",,,,high,False,R4,Heroine interprets hero's behaviour as purely sexual interest,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around the heroine's thoughts about the hero (Hardy), suggesting she's interpreting his behavior. The snippets indicate she's primarily focusing on his actions in relation to her, implying sexual interest or objectification, fitting R4."
47,"hair, makeup, mascara, lipstick, drag, nape, hairs, rises, bun, strand",27,47_hair_makeup_mascara_lipstick,2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,low,"The topic's focus on kissing and non-explicit affection suggests a tender moment between the hero and heroine, fitting Radway's function R8. However, the lack of explicit context or keywords makes this a low confidence match."
48,"breath, lungs, deep, exhale, inhale, breathing, exhaled, breaths, heavily, air",27,48_breath_lungs_deep_exhale,3.1,Positive Emotions & Security,"Emotions, Cognition & Inner Life",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"This topic's keywords and representative snippets ('i've got my breath back.', 'i have no breath.', 'they take my breath away.') do not directly relate to any of Radway's narrative functions. They are more akin to minor, fleeting physical sensations or reactions that do not drive the heroine–hero story arc."
49,"babysitter, babya, born, babysit, healthy, having, want, infant, raise, youa",27,49_babysitter_babya_born_babysit,5.2,Friends & Social Circles,Social World Outside Couple,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"This topic does not primarily realise any of Radway's functions. It covers background, side-plots, or minor characters (in this case, a babysitter)."
50,"didna, didn, wasna, wouldna, couldna, hadna, wasn, couldn, idea, hadn",27,50_didna_didn_wasna_wouldna,3.3,Ambivalence & Internal Conflict,"Emotions, Cognition & Inner Life",,,,medium,False,R3,Hero responds ambiguously to heroine,,I,Initial Conflict & Isolation,False,low,"The topic's keywords and snippets suggest internal conflict or ambivalence, which could be interpreted as the hero's ambiguous behaviour towards the heroine, fitting R3. However, the lack of clear context makes this a low confidence match."
51,"maddiea, sama, karaa, clinic, answered, didn, tremulous, couldn, friend, sighed",27,51_maddiea_sama_karaa_clinic,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",5.2,Friends & Social Circles,Social World Outside Couple,high,False,none,None of the above,,NA,Not a narrative function,True,high,"This topic lacks keywords and has no label or scene summary, making it difficult to map to a Radway function. The Stage 2 taxonomy places it under 'Negative Emotions & Distress' and 'Friends & Social Circles', which are not central to the heroine-hero narrative arc."
52,"sama, www, didn, event, mocking, muttered, answered, masculine, shattering, unethical",27,52_sama_www_didn_event,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),3.3,Ambivalence & Internal Conflict,"Emotions, Cognition & Inner Life",medium,False,R3,Hero responds ambiguously to heroine,,I,Initial Conflict & Isolation,False,medium,"The topic's focus on 'samâs sins' and 'catching up' with information suggests an ambiguous or mixed behaviour from the hero, fitting R3. The main category 'Conflict, Distance & Breakup Threats' also supports this interpretation."
53,"dress, dresses, panties, skirt, lace, heels, gown, wearing, wear, stilettos",27,53_dress_dresses_panties_skirt,8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on clothing, specifically a dress, which does not directly participate in any of Radway's narrative functions. It is more likely to be a background detail or a minor plot element."
54,"rang, dialed, message, texted, screen, picked, pocket, texting, checked, rings",27,54_rang_dialed_message_texted,8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"This topic lacks keywords, label, scene summary, and primary/secondary categories. It's about domestic actions like answering the phone, which doesn't primarily realise any of Radway's functions in the heroine–hero narrative arc."
55,"wants, want, knows, needs, need, hera, needed, teach, ita, likes",27,55_wants_want_knows_needs,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's focus on explicit sexual acts and the heroine's desires ('what she wants') aligns with R12, where the heroine responds sexually and emotionally to the hero's commitment. The snippets emphasize the heroine's agency and desire, which is a key aspect of R12."
56,"sleep, asleep, slept, nap, hours, wake, night, woke, nighta, fall",27,56_sleep_asleep_slept_nap,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic has no keywords, label, or scene summary, and no primary or secondary categories. It does not centre on the heroine–hero relationship or their emotional arc, thus it does not primarily realise any of Radway's functions."
57,"shower, bathroom, bath, tub, toilet, bathtub, showers, restroom, showering, showered",27,57_shower_bathroom_bath_tub,8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"This topic lacks keywords, label, or scene summary, and its Stage 2 taxonomy places it in 'Domestic Spaces & Routines', which is not a primary driver of the heroine–hero narrative arc. Therefore, it does not primarily realise any of Radway's functions."
58,"look, youa, stunning, seen, attractive, sweeter, breathtakingly, absolutely, utterly, looks",27,58_look_youa_stunning_seen,2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",,,,high,False,R4,Heroine interprets hero's behaviour as purely sexual interest,,I,Initial Conflict & Isolation,False,high,"The topic's keywords ('look good', 'beautiful', 'hot') and representative snippets ('you look good.', 'you look beautiful.', 'youâll look hot.') indicate that this topic primarily revolves around physical attraction and sexual tension, which is characteristic of Radway's function R4 (Heroine interprets hero's behaviour as purely sexual interest)."
59,"tristana, smiles, replies, broadly, laughs, puts, glares, mutters, harrya, asks",27,59_tristana_smiles_replies_broadly,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,high,"The topic's main category 'Conflict, Distance & Breakup Threats' and the representative snippets showing concern and distance ('worried', 'eyes come to me', 'is [NAME]s office down here?') indicate that this topic typically realises Radway's function R7 - Hero and heroine are physically or emotionally separated."
60,"bossa, ceos, employee, bosses, board, company, manager, job, hea, youa",27,60_bossa_ceos_employee_bosses,6.3,Shared Workplaces & Professional Interaction,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on workplace dynamics and professional interactions, which do not primarily realise any of Radway's 13 functions in the heroine–hero romance arc."
