topic_id,keywords,num_keywords,all_keywords,label,scene_summary,primary_categories,secondary_categories,label_is_noise,label_rationale,taxonomy_main_id,taxonomy_main_name,taxonomy_main_group,taxonomy_secondary_id,taxonomy_secondary_name,taxonomy_secondary_group,taxonomy_confidence,taxonomy_is_noise,radway_main_id,radway_main_name,radway_secondary_id,radway_phase,radway_phase_name,radway_is_none,radway_confidence,radway_rationale
134,"cadea, audreya, archera, necks, daphnea, glanced, told, curious, breakthroughs, campus",27,"['cadea', 'audreya', 'archera', 'necks', 'daphnea', 'glanced', 'told', 'curious', 'breakthroughs', 'campus', 'crush', 'sister', 'philanthropist', 'factored', 'demeanor', 'friendly', 'debt', 'friend', 'spending', 'wouldna', 'discussed', 'hacked', 'withering', 'drugs', 'looked', 'shitty', 'bit']",Sister's Confusing Admissions,The sister confesses her feelings and secrets to her player sibling in a private conversation.,"relationship_conflict, domestic_life","setting:private_conversation, activity:confessing",False,"The top keyword 'sister' and the snippets mentioning 'cadeâs name' and 'reaction to audrey' indicate a conversation between sisters. The keyword 'curious' suggests the content of this conversation is revealing or confusing, leading to the label 'Sister's Confusing Admissions'. The primary categories 'relationship_conflict' and 'domestic_life' are chosen because the topic revolves around family relationships and emotional conversations.",5.1,Family & Kinship,Social World Outside Couple,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around the mention of 'cade's name and his reaction, suggesting a separation or distance between him and Audrey. This aligns with R7, as it indicates a physical or emotional separation between the hero and heroine."
137,"knows, understood, surely, means, did, goes, understanding, understanda, offspring, reynarda",27,"['knows', 'understood', 'surely', 'means', 'did', 'goes', 'understanding', 'understanda', 'offspring', 'reynarda', 'protocol', 'oblige', 'publicist', 'want', 'realize', 'doora', 'yeah', 'understandable', 'hmmm', 'thing', 'qualified', 'apparent', 'blessed', 'awfully', 'guarantee', 'fairly', 'busy']",Generous Offspring Circumstances,The couple discusses their generous offspring and the apparent circumstances around them.,"relationship_conflict, domestic_life","setting:home, activity:discussion",False,"The top keywords 'offspring', 'protocol', 'publicist', and 'circumstances' indicate a conversation about children. The repeated phrase 'who knows?' in the snippets suggests a discussion or argument, and the adjective 'generous' implies a conflict or disagreement about the topic at hand.",5.1,Family & Kinship,Social World Outside Couple,,,,medium,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic has no keywords, label, or scene summary, and it's not assigned any categories in Stage 1. Its Stage 2 taxonomy places it in 'Family & Kinship', which is not a central part of the heroine–hero romance arc. Therefore, it does not primarily realise any of Radway's 13 functions."
147,"luck, luckiest, perfection, perfectly, fortunate, fit, solution, unlucky, today, miracle",27,"['luck', 'luckiest', 'perfection', 'perfectly', 'fortunate', 'fit', 'solution', 'unlucky', 'today', 'miracle', 'consider', 'tricked', 'immaculate', 'guess', 'nonexistent', 'absolutely', 'freed', 'setup', 'blazer', 'overtime', 'incredibly', 'streak', 'ita', 'believe', 'thousands', 'place', 'scrunched']",Good Luck Wishes,Friends or family members wish someone good luck before an important event.,social_setting,"setting:group_of_people, activity:wishing_good_luck",False,"The top keywords 'luck', 'good luck', and 'today' indicate a scene centered around wishing someone good fortune. The snippets 'well, good luck.' and 'good luck with everything.' confirm this, showing people expressing their hopes for someone's success.",5.2,Friends & Social Circles,Social World Outside Couple,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets ('good luck', 'well, good luck') suggest a general expression of well-wishing, not tied to any specific romantic narrative function. The Stage 2 taxonomy group 'Friends & Social Circles' further supports this, as it's about social interactions outside the main couple's relationship."
148,"merry, holiday, parties, holidays, yeara, partya, december, partying, presents, christmases",27,"['merry', 'holiday', 'parties', 'holidays', 'yeara', 'partya', 'december', 'partying', 'presents', 'christmases', 'celebration', 'gala', 'attend', 'towna', 'decorations', 'victorian', 'annual', 'music', 'partygoers', 'festive', 'early', 'handmade', 'ita', 'gifts', 'lights', 'complement', 'shopping']",Holiday Celebration,The couple enjoys a festive holiday party together.,"romance_core, social_setting","setting:party, activity:celebrating",False,"The top keywords 'holiday', 'parties', 'celebration', and 'presents' indicate a festive event. The snippets confirm this, mentioning holidays and celebrations, supporting the label 'Holiday Celebration'.",5.3,"Community, Norms & Social Events",Social World Outside Couple,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on general conversations about holidays, which is not directly related to the heroine–hero relationship or its narrative arc. It belongs to the 'Community, Norms & Social Events' category, further emphasizing its peripheral role in the romance narrative."
154,"pregnancy, test, unplanned, weeks, months, fianca, birth, conception, injection, childbirth",27,"['pregnancy', 'test', 'unplanned', 'weeks', 'months', 'fianca', 'birth', 'conception', 'injection', 'childbirth', 'gyn', 'maternity', 'month', 'vitamins', 'lines', 'clause', 'class', 'immaculate', 'early', 'youa', 'unless', 'science', 'told', 'unlikely', 'guess', 'faking', 'percent']",Unexpected Pregnancy,"She realizes she's pregnant, grappling with the unplanned news.","relationship_conflict, domestic_life","setting:home, activity:realization",False,"Keywords 'pregnancy', 'unplanned', 'weeks', 'months' indicate an unexpected pregnancy. Snippets show characters grappling with this news, supporting 'relationship_conflict' and 'domestic_life'.",5.1,Family & Kinship,Social World Outside Couple,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",high,False,none,None of the above,,NA,Not a narrative function,True,high,"This topic focuses on the heroine's pregnancy, which is a social world outside the couple's relationship, not directly related to the heroine–hero narrative arc. It does not primarily realise any of Radway's 13 functions."
173,"friendship, friend, buddies, benefits, friendships, acquaintances, wea, friendsa, slowlya, school",27,"['friendship', 'friend', 'buddies', 'benefits', 'friendships', 'acquaintances', 'wea', 'friendsa', 'slowlya', 'school', 'inseparable', 'best', 'freshman', 'symbol', 'high', 'lives', 'mutual', 'trust', 'theya', 'frienda', 'coworkersa', 'commonality', 'guess', 'exist', 'decade', 'remain', 'stayed']",Friendship Bonding,"The couple, inseparable since freshman year, shares laughter and stories in their dorm room.","romance_core, domestic_life","setting:dorm_room, activity:laughing_and_talking",False,"The top keyword 'friendship' and snippets mentioning 'brand-new friendship' and 'inseparable' indicate a strong bond between characters. The label 'Friendship Bonding' captures this, with the scene summary describing a typical interaction in their shared living space.",5.2,Friends & Social Circles,Social World Outside Couple,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets indicate that this topic is about friendship, which is not a central element of the heroine–hero relationship arc. It belongs to the 'Friends & Social Circles' category, further emphasizing its peripheral role in the romance narrative."
193,"patricka, yells, dopey, friend, nervously, announces, nudging, presents, birthday, wasted",27,"['patricka', 'yells', 'dopey', 'friend', 'nervously', 'announces', 'nudging', 'presents', 'birthday', 'wasted', 'greet', 'instigating', 'shrugged', 'punched', 'dovey', 'lovey', 'shot', 'falls', 'wondered', 'asked', 'chasing', 'best', 'babes', 'trailed', 'visitorsa', 'antagonistic', 'chickenshit']",Birthday Surprise For Friend,She excitedly plans and executes a surprise birthday party for her friend.,"romance_core, social_setting","setting:party, activity:planning_surprise",False,"The top keyword 'birthday' indicates a central event, while 'surprise' and 'friend' suggest a social setting with emotional bonding. The snippets show planning and execution of this surprise, fitting the label and chosen categories.",5.2,Friends & Social Circles,Social World Outside Couple,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic focuses on a social interaction between the heroine and a friend named Patrick, with no direct involvement or interaction with the hero. It does not primarily realise any of Radway's 13 functions in the heroine–hero romance arc."
200,"sister, sistera, partnera, niece, daughter, older, disclosure, mask, members, sibling",27,"['sister', 'sistera', 'partnera', 'niece', 'daughter', 'older', 'disclosure', 'mask', 'members', 'sibling', 'friend', 'compare', 'dangerous', 'won', 'chinned', 'card', 'think', 'disarmingly', 'syringe', 'shouldna', 'non', 'geeky', 'best', 'moma', 'overachieving', 'genaa', 'constipated']",Siblings' Confusing Disclosure,A sister and her older sibling have a tense conversation about a hidden truth.,"relationship_conflict, domestic_life","setting:home, activity:arguing",False,"The keywords 'sister', 'niece', 'daughter', 'older', 'disclosure', and 'mask' suggest a family relationship with a hidden secret. The snippets confirm this, showing characters asking about or revealing something, indicating a conflictual scene.",5.1,Family & Kinship,Social World Outside Couple,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on family and kinship, specifically the heroine's sister. This topic does not primarily realise any of Radway's 13 functions in the heroine–hero romance arc, as it is about the social world outside the couple."
209,"fitzpatricka, brennana, eldest, clan, ireland, unwarranted, obsession, wing, adoptive, squash",27,"['fitzpatricka', 'brennana', 'eldest', 'clan', 'ireland', 'unwarranted', 'obsession', 'wing', 'adoptive', 'squash', 'blooded', 'reins', 'generation', 'daughter', 'richer', 'gutter', 'bostona', 'sailora', 'sole', 'lavish', 'cufflinks', 'successfully', 'household', 'history', 'youngest', 'enemy', 'class']",Clan Heir's Obsession,"The eldest son of a powerful clan is consumed by an unwarranted obsession with his adoptive sister, leading to intense, often inappropriate interactions.",,,False,,5.1,Family & Kinship,Social World Outside Couple,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),medium,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and snippets suggest this topic is about a character's family and their interactions, not directly involving the heroine or hero. It does not primarily realise any of Radway's 13 functions in the heroine–hero romance arc."
234,"winniea, witch, laughed, asked, murdering, flared, chided, sitter, daughter, chimed",27,"['winniea', 'witch', 'laughed', 'asked', 'murdering', 'flared', 'chided', 'sitter', 'daughter', 'chimed', 'looked', 'excitedly', 'forth', 'georgiaa', 'didna', 'fanatic', 'mitten', 'wanted', 'sighed', 'falsehood', 'barelya', 'valentines', 'pja', 'affectiona', 'sat', 'mea', 'postcoital']",Witch's Daughter Murder Plot,The witch's daughter plans to murder someone while her mother is away.,"relationship_conflict, domestic_life","setting:home, activity:planning_murder",False,"The top keyword 'witch' and 'murdering' indicate a plot involving a witch and murder. The snippets show the daughter's intention to commit the act, making 'Witch's Daughter Murder Plot' an appropriate label. The primary categories 'relationship_conflict' and 'domestic_life' are chosen due to the familial relationship and the plot unfolding at home.",5.1,Family & Kinship,Social World Outside Couple,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),medium,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on the heroine's interactions with her family member (Winnie), not with the hero. The main taxonomy category 'Family & Kinship' further confirms this is not a heroine–hero narrative function."
242,"davea, elliea, says, asks, clasps, sadiea, class, gives, handshake, lottiea",27,"['davea', 'elliea', 'says', 'asks', 'clasps', 'sadiea', 'class', 'gives', 'handshake', 'lottiea', 'glad', 'approaching', 'told', 'fondles', 'cutes', 'thrilled', 'excited', 'hug', 'toneya', 'humane', 'contort', 'exceeded', 'audacious', 'deliberating', 'robotic', 'biscuit', 'stiffness']",Awkward Handshake Introduction,"Ellie hesitates before extending her hand to Lottie, who looks uncertain about the gesture.","social_setting, relationship_conflict","setting:office, activity:handshake",False,"The top keywords 'handshake', 'class', and 'glad' suggest a formal introduction setting. The snippets show Ellie being hesitant and Lottie looking uncertain, indicating an awkward social interaction.",5.2,Friends & Social Circles,Social World Outside Couple,,,,medium,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets do not mention the hero or heroine, and the Stage 2 taxonomy places it in the 'Social World Outside Couple' category. Therefore, this topic does not primarily realise any of Radway's 13 functions and is best classified as 'none'."
243,"charlottea, answer, answered, reply, epitome, ladies, stammer, acknowledges, deteriorated, helloa",27,"['charlottea', 'answer', 'answered', 'reply', 'epitome', 'ladies', 'stammer', 'acknowledges', 'deteriorated', 'helloa', 'husked', 'mio', 'outspoken', 'sophistication', 'replaceable', 'missa', 'mushrooms', 'argues', 'scrambles', 'employeea', 'fearless', 'gauge', 'touch', 'reasoning', 'drawl', 'subtly', 'midst']",Fearless Ladies Conversation,The fearless ladies engage in an outspoken conversation around the table.,"romance_core, social_setting","setting:table, activity:conversation",False,"The top keywords 'fearless', 'ladies', 'outspoken', and 'conversation' are all present in the snippets, indicating a scene of women having a bold discussion. The phrase 'around the table' from one snippet supports the secondary category 'setting:table'.",5.2,Friends & Social Circles,Social World Outside Couple,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"This topic focuses on friends and social circles, which are not central to the heroine–hero relationship. It does not primarily realise any of Radway's 13 functions."
