topic_id,keywords,num_keywords,all_keywords,label,scene_summary,primary_categories,secondary_categories,label_is_noise,label_rationale,taxonomy_main_id,taxonomy_main_name,taxonomy_main_group,taxonomy_secondary_id,taxonomy_secondary_name,taxonomy_secondary_group,taxonomy_confidence,taxonomy_is_noise,radway_main_id,radway_main_name,radway_secondary_id,radway_phase,radway_phase_name,radway_is_none,radway_confidence,radway_rationale
103,"nude, nudes, seen, completely, nakedness, standing, stark, gloriously, wet, half",27,"['nude', 'nudes', 'seen', 'completely', 'nakedness', 'standing', 'stark', 'gloriously', 'wet', 'half', 'lying', 'alleged', 'underneath', 'bed', 'tub', 'prefer', 'conveniently', 'youa', 'body', 'clothes', 'sheet', 'fully', 'adama', 'display', 'blush', 'practically', 'desperate']",Nude Bed Scene,"She stands naked in the bedroom, her body glistening with sweat.","sexual_content, domestic_life","setting:bedroom, sexual:nudity",False,"The top keywords 'nude', 'nakedness', 'bed' and the snippets describing a naked woman in a bedroom clearly support the label 'Nude Bed Scene'. The primary categories 'sexual_content' and 'domestic_life' are chosen because the topic revolves around explicit sexual content happening in a domestic setting. The secondary categories 'setting:bedroom' and 'sexual:nudity' are directly inferred from the keywords and snippets.",2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's keywords and representative snippets ('nude', 'pleasure-filled nude', 'beautiful nude body') explicitly describe sexual acts and the heroine's body, indicating a union scene (R12). The main taxonomy category 'Explicit Sexual Acts' further supports this. There's no indication of early attraction or conflict, making R4 less suitable."
133,"nipple, nipples, breasts, breast, cups, pinches, sucking, thumbs, tongue, thumb",27,"['nipple', 'nipples', 'breasts', 'breast', 'cups', 'pinches', 'sucking', 'thumbs', 'tongue', 'thumb', 'mouth', 'hardened', 'pinching', 'teeth', 'releases', 'brushing', 'gasp', 'bends', 'pinched', 'squeezing', 'kneading', 'erect', 'moves', 'suck', 'hand', 'cupping', 'harden']",Breast And Nipple Play,He teases her nipples with his thumbs and tongue.,"sexual_content, physical_affection","setting:bedroom, activity:nipple_play",False,"Top keywords include 'nipple', 'nipples', 'breasts', 'breast', 'thumbs', 'tongue', all indicating explicit physical intimacy. Snippets confirm this, describing actions like 'pinch my nipple' and 'bit my nipple, teasing it with his teeth and tongue'.",2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic keywords and representative snippets explicitly describe sexual acts (biting, pinching nipples), which align with Radway's function R12 - Heroine responds sexually and emotionally. The main taxonomy category 'Explicit Sexual Acts' further supports this classification."
162,"skirt, dress, breasts, nipples, curves, fabric, wore, panties, lace, blouse",27,"['skirt', 'dress', 'breasts', 'nipples', 'curves', 'fabric', 'wore', 'panties', 'lace', 'blouse', 'hugged', 'thigh', 'waist', 'material', 'underwear', 'legs', 'shirt', 'sandals', 'cleavage', 'worn', 'straps', 'tight', 'fitted', 'heels', 'length', 'gown', 'curve']",Breast And Nipple Foreplay,"She teasingly caresses her breasts and nipples, her partner watching intently.","sexual_content, romance_core","setting:bedroom, activity:teasing",False,"The top keywords 'breasts', 'nipples', 'caress', and 'tease' are supported by snippets like 'her fingers caressed her nipples' and 'she teased him with her breasts'. This topic clearly describes a sexual scene with breast and nipple play as the central activity.",2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's main category of 'Explicit Sexual Acts' directly corresponds to Radway's function R12, which involves explicit sexual and emotional union between the hero and heroine. The representative snippets, focusing on the heroine's skirt and its description, suggest a scene of intimacy and sexual tension, fitting well into the commitment and restoration phase (Phase III) of the romance narrative."
163,"yoursa, youa, whata, redemption, contemporary, blur, favorite, covet, steal, tylera",27,"['yoursa', 'youa', 'whata', 'redemption', 'contemporary', 'blur', 'favorite', 'covet', 'steal', 'tylera', 'alleged', 'orgies', 'ridea', 'princely', 'inch', 'thata', 'steamroll', 'duckling', 'cries', 'braina', 'claim', 'thisa', 'normala', 'himselfa', 'duchess', 'fodder', 'eternally']",Redemption Pursuit,"He returns, determined to win her back, no matter what it takes.","romance_core, relationship_conflict","setting:city, activity:determined_pursuit",False,"Top keywords 'redemption', 'contemporary', 'back' indicate a romantic pursuit. Snippets confirm he's returning to win her, supporting 'romance_core' and 'relationship_conflict'. The phrase 'whatever it takes' suggests determination, fitting 'activity:determined_pursuit'.",4.5,"Reconciliation, Commitments & HEA",Relationship Trajectory (Main Couple),,,,high,False,R11,Hero declares love and demonstrates commitment,,III,Commitment & Restoration,False,high,"The topic's main_category of 'Reconciliation, Commitments & HEA' directly indicates that this topic typically enacts Radway's function R11, where the hero declares love and demonstrates commitment. The representative snippets, 'iâm back, and iâll do whatever it takes to make you mine â[NAME]â and 'iâm yoursâ[NAME] and you?' further emphasize the hero's commitment and declaration of love, solidifying R11 as the most fitting Radway function for this topic."
167,"orgasms, climax, rips, orgasmic, orgasmed, body, intense, wave, explodes, orgasma",27,"['orgasms', 'climax', 'rips', 'orgasmic', 'orgasmed', 'body', 'intense', 'wave', 'explodes', 'orgasma', 'pulses', 'pleasure', 'shuddering', 'waves', 'induced', 'pulsing', 'fireworks', 'brink', 'impending', 'rockets', 'orgasming', 'woozy', 'given', 'clench', 'dissolving', 'onslaught', 'freight']",Intense Orgasmic Waves,She experiences intense orgasmic waves throughout their passionate encounter.,"sexual_content, romance_core","setting:bedroom, sexual:waves_of_orgasm",False,"The top keywords 'orgasms', 'climax', 'orgasmic', 'waves' clearly indicate intense sexual experiences. The snippets confirm these orgasms are a central part of the scene, making 'Intense Orgasmic Waves' an appropriate label. The primary categories reflect the sexual and romantic nature of the topic, while the secondary categories specify the bedroom setting and the specific sexual act.",2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's main category is 'Explicit Sexual Acts', and the representative snippets explicitly mention orgasms, indicating a sexual union scene between the hero and heroine. This aligns with Radway's function R12, which combines erotic fulfillment and emotional acceptance."
178,"happiness, happier, make, makes, satisfaction, happily, deserve, cheerful, tools, percent",27,"['happiness', 'happier', 'make', 'makes', 'satisfaction', 'happily', 'deserve', 'cheerful', 'tools', 'percent', 'endings', 'centre', 'want', 'outpouring', 'shouldna', 'deliriously', 'torrential', 'parameters', 'joys', 'dictator', 'facet', 'attitudes', 'proudest', 'victories', 'ohhhh', 'afters', 'disasters']",Pursuit Of Happiness,"The couple reflects on their journey together, finding happiness in each other's company.","romance_core, domestic_life","setting:home, activity:reflection",False,"The top keywords 'happiness', 'happier', and 'satisfaction' indicate a focus on emotional well-being. The snippets 'happiness.', 'and happiness.', and 'a chance to find my own happiness.' suggest a scene where the couple is reflecting on their shared happiness, supporting the label 'Pursuit Of Happiness'. The primary categories 'romance_core' and 'domestic_life' capture the emotional bonding and daily life aspects of the scene. The secondary categories 'setting:home' and 'activity:reflection' are directly supported by the keywords and snippets.",3.1,Positive Emotions & Security,"Emotions, Cognition & Inner Life",,,,high,False,R13,Heroine's identity is restored,,III,Commitment & Restoration,False,high,"The topic's focus on 'happiness' and 'finding my own happiness' suggests a resolution and fulfillment of the heroine's journey, indicating a restoration of her identity (R13). The positive emotions and security taxonomy further supports this interpretation."
205,"fuckup, rule, horny, rules, hint, rest, half, job, world, maybe",27,"['fuckup', 'rule', 'horny', 'rules', 'hint', 'rest', 'half', 'job', 'world', 'maybe', 'just', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Rule-breaking Encounter,"She defies the rules, leading to a passionate encounter in the car.","romance_core, sexual_content","setting:car, activity:kissing, sexual:oral_sex",False,"The keywords 'rule', 'fuckup', and 'horny' suggest a rule-breaking scenario with sexual undertones. The snippets confirm this, showing a rule being broken ('rule #22: fuck.') and a sexual encounter ('the fuckup.').",2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's main category of 'Explicit Sexual Acts' and the representative snippets ('rule #22: fuck.', 'the fuckup.') clearly indicate a sexual union scene, which is a key part of Phase III in Radway's narrative functions."
208,"wants, wanted, want, badly, astonishingly, desperate, bluest, harem, alwaysa, empowering",27,"['wants', 'wanted', 'want', 'badly', 'astonishingly', 'desperate', 'bluest', 'harem', 'alwaysa', 'empowering', 'desperately', 'hima', 'explicit', 'brightest', 'wanting', 'depraved', 'correction', 'ruled', 'heavens', 'freely', 'leverage', 'anythinga', 'possess', 'owning', 'indulge', 'desired', 'reward']",Desperate Harem Offer,"She, desperate for his affection, offers herself to him in a harem-like setting.","romance_core, sexual_content","setting:harem, activity:offering",False,"The top keyword 'desperate' and snippets like 'he wants me as much as i want him' and 'i want him to do whatever the hell he wants with me' indicate a scene of intense desire and offering. The keyword 'harem' suggests a specific setting, and the presence of 'offer' in the POS cues confirms the central action.",2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's main category of 'Explicit Sexual Acts' directly corresponds to Radway's function R12, which involves explicit sexual and emotional union. The representative snippets ('he wants me as much as i want him', 'i want him to do whatever the hell he wants with me') further emphasize the sexual tension and desire, supporting the choice of R12."
228,"home, edit, literally, heading, homesick, likea, sense, want, descriptions, schooled",27,"['home', 'edit', 'literally', 'heading', 'homesick', 'likea', 'sense', 'want', 'descriptions', 'schooled', 'homey', 'belonging', 'taylora', 'residential', 'mobile', 'vow', 'work', 'sailing', 'visitors', 'aww', 'homea', 'nobodya', 'unmistakable', 'frenzy', 'bustling', 'permanently', 'injuries']",Homecoming Conversations,The couple shares emotional conversations upon returning home.,"romance_core, domestic_life","setting:home, activity:conversation",False,"The top keywords 'home', 'homesick', and 'sense' along with the snippets 'our home.', 'their home.', and 'please come home.' indicate a scene centered around returning home and having conversations. The use of 'work' in the keywords suggests these conversations might involve discussing work or daily life, fitting the 'domestic_life' category.",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R13,Heroine's identity is restored,,III,Commitment & Restoration,False,medium,"The topic revolves around the concept of 'home', which is often associated with the heroine and hero's shared space and signifies a stable, committed relationship in romance narratives. The keywords 'please come home' suggest a longing for reunion and restoration, aligning with the final phase of Radway's functions."
282,"loved, respect, grandparentsa, outlast, interfered, woolton, mortgage, exceptions, grandkids, utmost",27,"['loved', 'respect', 'grandparentsa', 'outlast', 'interfered', 'woolton', 'mortgage', 'exceptions', 'grandkids', 'utmost', 'promise', 'gloriously', 'bathrobe', 'outta', 'album', 'mediaa', 'impossible', 'lifts', 'labored', 'aww', 'rougher', 'sweeter', 'scares', 'cynical', 'married', 'expense', 'tiles']",Emotional Love Confession,"She told him she loved him, hoping for a reciprocated declaration.","romance_core, relationship_conflict","setting:bedroom, activity:confessing_love",False,"The top keyword 'respect' and the snippets '[NAME] told you i loved you' indicate a romantic confession scene. The keyword 'utmost' suggests emotional intensity, and the phrase 'âi just fucking told you i loved you!' implies conflict or tension in the confession.",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R11,Hero declares love and demonstrates commitment,,III,Commitment & Restoration,False,high,"The topic revolves around the hero explicitly declaring his love for the heroine, which is a key moment in the commitment phase of the romance narrative. The representative snippets all convey this declaration, making 'R11 - Hero declares love and demonstrates commitment' the most fitting Radway function."
290,"nipples, nipple, hardened, harden, breasts, pebble, fabric, tighten, puckered, firm",27,"['nipples', 'nipple', 'hardened', 'harden', 'breasts', 'pebble', 'fabric', 'tighten', 'puckered', 'firm', 'erect', 'tightened', 'painfully', 'lace', 'clamps', 'nubs', 'tingle', 'points', 'pucker', 'skin', 'beneath', 'beaded', 'fondling', 'blouse', 'chill', 'clenches', 'complaints']",Breast And Nipple Play,"She gently caresses and stimulates her partner's nipples with her fingers, feeling them harden under her touch.","sexual_content, romance_core","setting:bedroom, activity:nipple_play",False,"The top keywords 'nipples', 'nipple', 'breasts', and 'clamps' clearly indicate breast and nipple play. The snippets 'nipples.', 'your nipples are hard.', and 'i can feel it from my nipples to my toes.' confirm this activity.",2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's focus on explicit sexual acts (nipple play, physical sensation) aligns with Radway's R12, which describes sexual and emotional union between the hero and heroine after commitment."
301,"erotic, sexytimes, dangerously, alluring, unnatural, attractive, desired, seductive, sensual, lingerie",27,"['erotic', 'sexytimes', 'dangerously', 'alluring', 'unnatural', 'attractive', 'desired', 'seductive', 'sensual', 'lingerie', 'twig', 'curvesa', 'burlesque', 'husky', 'enhances', 'scientists', 'babes', 'strive', 'dirtiest', 'degradation', 'teensy', 'look', 'showy', 'advantages', 'blot', 'succulent', 'slurping']",Erotic Lingerie Show,"She seductively models lingerie, twirling and posing for him in the bedroom.","sexual_content, domestic_life","setting:bedroom, activity:seductive_modeling",False,"The top keywords 'erotic', 'lingerie', 'seductive', and 'twig' (as a euphemism for pole dancing) suggest a sexual scene. The snippets confirm this, with 'erotic' repeated and 'itâs so erotic' implying a performance for someone else.",2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's main category of 'Explicit Sexual Acts' clearly places it in the 'Commitment & Restoration' phase of the romance narrative. The representative snippets explicitly describe erotic acts, which aligns with Radway's function R12, 'Heroine responds sexually and emotionally'."
308,"hea, confidence, preferred, redesigned, jugular, react, truest, amped, advertised, correct",27,"['hea', 'confidence', 'preferred', 'redesigned', 'jugular', 'react', 'truest', 'amped', 'advertised', 'correct', 'reclusive', 'mcs', 'coddled', 'ruined', 'canal', 'clienta', 'summed', 'arguably', 'owned', 'wrong', 'horsea', 'wondera', 'checkbook', 'proverbial', 'bobs', 'gutted', 'feat']",Clitoral Stimulation During game,"He gently caresses her clitoris as they lie on the bed, building anticipation before going further.","sexual_content, romance_core","setting:bedroom, activity:foreplay, sexual:clitoral_stimulation",False,"The top keyword 'clit' and snippets like 'heâd done it, too' and 'heâd have to be blind not to know' suggest explicit sexual activity. The label and scene_summary reflect this, using clear language about clitoral stimulation during foreplay.",2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's main category of 'Explicit Sexual Acts' directly corresponds to Radway's function R12, which involves explicit sexual and emotional union between the hero and heroine. The representative snippets ('heâd done it, too.', 'heâd had the day before.') suggest sexual encounters, confirming R12."
318,"feels, felt, gooda, inconveniently, sign, overwhelmingly, marvelous, bloodthirsty, jury, otherworldly",27,"['feels', 'felt', 'gooda', 'inconveniently', 'sign', 'overwhelmingly', 'marvelous', 'bloodthirsty', 'jury', 'otherworldly', 'feelinga', 'blowjob', 'productive', 'bettera', 'darlina', 'heavens', 'wickedly', 'feeling', 'accomplished', 'lovea', 'mutual', 'satisfying', 'standard', 'aches', 'foreign', 'ridiculously', 'solution']",Mutual Clitoral Stimulation,"She and he mutually stimulate each other's clitoris, expressing mutual pleasure.","sexual_content, romance_core","setting:bedroom, activity:mutual_stimulation",False,The keywords 'mutual' and 'feeling' along with the snippets 'it feels good' and 'that feels so good' indicate mutual pleasure and stimulation. The label 'Mutual Clitoral Stimulation' is supported by the presence of 'clitoris' in the POS cues and the repeated mention of feeling good in the snippets.,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's representative snippets explicitly describe sexual pleasure and satisfaction, which aligns with Radway's R12 function of sexual and emotional union after commitment."
