topic_id,keywords,num_keywords,all_keywords,label,scene_summary,primary_categories,secondary_categories,label_is_noise,label_rationale,taxonomy_main_id,taxonomy_main_name,taxonomy_main_group,taxonomy_secondary_id,taxonomy_secondary_name,taxonomy_secondary_group,taxonomy_confidence,taxonomy_is_noise,radway_main_id,radway_main_name,radway_secondary_id,radway_phase,radway_phase_name,radway_is_none,radway_confidence,radway_rationale
69,"hurts, guilt, painful, hurting, experiencing, painkillers, guilty, injury, agony, inflict",27,"['hurts', 'guilt', 'painful', 'hurting', 'experiencing', 'painkillers', 'guilty', 'injury', 'agony', 'inflict', 'caused', 'ache', 'physical', 'gut', 'pierced', 'wona', 'feeling', 'cana', 'pricks', 'pleasure', 'hits', 'dulled', 'ached', 'helps', 'alive', 'slices', 'palpable']",Painful Emotional Burden,She struggles with the emotional pain and guilt that weigh heavily on her heart.,"romance_core, relationship_conflict","setting:mind, activity:struggling",False,"The top keywords 'hurts', 'guilt', 'painful', and 'injury' indicate emotional distress. The snippets confirm this, with phrases like 'it fucking hurts' and 'this hurts'. The lack of explicit sexual terms and the focus on emotional pain lead to a non-sexual label and romance-focused categories.",3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R1,Heroine's social identity is destroyed,,I,Initial Conflict & Isolation,False,high,"The topic's representative snippets repeatedly express pain and distress, indicating a major blow to the heroine's emotional state, which is characteristic of Radway's R1 function. The lack of keywords, label, or scene summary, and the absence of romance_core or relevant taxonomy groups further support this interpretation."
74,"emmetta, britta, fact, grin, smirked, second, snorted, fuckina, laughed, amazed",27,"['emmetta', 'britta', 'fact', 'grin', 'smirked', 'second', 'snorted', 'fuckina', 'laughed', 'amazed', 'night', 'asked', 'giggled', 'grinned', 'usually', 'processing', 'years', 'zipped', 'eyebrows', 'did', 'inwardly', 'drifted', 'couldna', 'game', 'ago', 'suddenly', 'stunned']",Confused About Relationship Feelings,"The couple sits in a stadium, stunned and amazed, trying to understand their complex feelings for each other.","romance_core, relationship_conflict","setting:stadium, activity:discussion",False,"The keywords 'feeling', 'years', and 'relationship' suggest a focus on emotions and relationships. The snippets show a conversation about feelings, supporting the label and categories.",3.3,Ambivalence & Internal Conflict,"Emotions, Cognition & Inner Life",,,,medium,False,R3,Hero responds ambiguously to heroine,,I,Initial Conflict & Isolation,False,low,"The topic's keywords and snippets suggest internal conflict and uncertainty, which could be interpreted as the hero's behaviour being mixed or ambiguous towards the heroine, fitting R3."
77,"asks, asked, replies, whata, doing, says, answered, demanded, howa, tone",27,"['asks', 'asked', 'replies', 'whata', 'doing', 'says', 'answered', 'demanded', 'howa', 'tone', 'inquired', 'perusing', 'answer', 'snaps', 'paged', 'plans', 'hopefully', 'spoke', 'puzzled', 'replied', 'arena', 'question', 'casually', 'matter', 'answers', 'proved', 'alright']",Puzzled Decision Making,"He puzzles over a decision, today's paperwork causing concern.","romance_core, relationship_conflict","setting:home, activity:decision_making",False,"The top keywords 'puzzled', 'decision', 'today', and 'concern' indicate a character grappling with a choice. The snippets show him asking questions, suggesting he's trying to figure something out. The label and scene_summary reflect this internal struggle.",3.3,Ambivalence & Internal Conflict,"Emotions, Cognition & Inner Life",,,,medium,False,R3,Hero responds ambiguously to heroine,,I,Initial Conflict & Isolation,False,low,"The topic's keywords and snippets suggest a mixed or ambiguous behavior from the hero, as indicated by the use of question marks and the repetition of 'he asks'. This ambiguity could create confusion and tension in the heroine's interpretation of the hero's behavior, fitting Radway's function R3 (Hero responds ambiguously to heroine). However, the low confidence is due to the lack of explicit context or keywords that strongly support this interpretation."
80,"laurena, hockey, mikea, players, natea, agreed, suddenly, reminding, began, goalie",27,"['laurena', 'hockey', 'mikea', 'players', 'natea', 'agreed', 'suddenly', 'reminding', 'began', 'goalie', 'fired', 'scrum', 'beccaa', 'reminded', 'heh', 'offs', 'reminders', 'drained', 'spirited', 'traveling', 'millionth', 'hedged', 'wondered', 'office', 'lovesick', 'degree', 'managera']",Hockey Player's Lovesick Reminders,"The hockey player, lovesick, recalls reminders of his past with Laurena.","romance_core, relationship_conflict","setting:office, activity:remembering_past",False,"The top keywords 'hockey', 'players', 'lovesick', and 'reminders' indicate a romantic context. The snippets describe the hockey player's emotional state and memories of Laurena, supporting the label and chosen categories.",3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,medium,False,R1,Heroine's social identity is destroyed,,I,Initial Conflict & Isolation,False,medium,"The topic's focus on the heroine's emotional distress and past life suggests a major blow to her social identity or self-concept, fitting R1. The lack of keywords and the negative emotion category further support this interpretation."
82,"scared, afraid, sad, terrifying, scary, scare, scares, frightening, frightened, fears",27,"['scared', 'afraid', 'sad', 'terrifying', 'scary', 'scare', 'scares', 'frightening', 'frightened', 'fears', 'sadness', 'dreading', 'phobia', 'fright', 'horror', 'makes', 'shitless', 'althougha', 'freaked', 'doubt', 'depraved', 'ia', 'die', 'depressed', 'scaring', 'thrilling', 'thingsa']",Frightened Admissions,"She admits her fears and insecurities to him in a quiet, intimate setting.","romance_core, relationship_conflict","setting:quiet_intimate, activity:admitting_fears",False,"The top keywords 'scared', 'afraid', 'frightened', and 'sad' indicate emotional vulnerability. The snippets show a character expressing their fears, supporting the label 'Frightened Admissions'. The setting is implied to be quiet and intimate, as suggested by the lack of noise or distractions in the snippets.",3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R1,Heroine's social identity is destroyed,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around the heroine expressing fear, which is a common emotion experienced by the heroine in Phase I of the romance narrative. This fear often stems from a major blow to her social identity or self-concept, leaving her isolated and distressed, as described in Radway's function R1."
85,"did, tried, thought, try, trya, course, dida, really, wona, hoped",27,"['did', 'tried', 'thought', 'try', 'trya', 'course', 'dida', 'really', 'wona', 'hoped', 'honest', 'finalists', 'snatchers', 'soldiered', 'think', 'victories', 'brigham', 'yesss', 'somebody', 'convert', 'famished', 'glorified', 'maybe', 'wimp', 'orchestrated', 'best', 'doing']",Pride In Accomplishments,She proudly reflects on her achievements.,"romance_core, domestic_life","setting:home, activity:reflecting",False,"The top keyword 'course' and the snippets 'i did it.', 'i did all that.', and 'i did amount to something.' indicate a character reflecting on their accomplishments, supporting the label 'Pride In Accomplishments'. The use of 'home' in the snippets justifies the 'setting:home' secondary category.",3.1,Positive Emotions & Security,"Emotions, Cognition & Inner Life",,,,high,False,R13,Heroine's identity is restored,,III,Commitment & Restoration,False,high,"The topic's keywords and representative snippets ('i did it.', 'i did all that.', 'i did amount to something.') suggest a sense of accomplishment and self-worth, which aligns with the heroine's identity restoration in Phase III of Radway's narrative functions."
88,"missed, misses, missing, forgot, performance, sorry, did, ia, train, memo",27,"['missed', 'misses', 'missing', 'forgot', 'performance', 'sorry', 'did', 'ia', 'train', 'memo', 'winniea', 'today', 'opportunity', 'anniversaries', 'perfection', 'tartare', 'chang', 'realms', 'dank', 'missus', 'structural', 'ching', 'whisper', 'confesses', 'inquire', 'anybodya', 'havena']",Missed Opportunity Regret,"She laments, 'I missed it.'","romance_core, relationship_conflict","setting:none, activity:regret_expression",False,"The top keyword 'missed' and snippets 'i missed it.', 'fuck, i missed that .', 'i've missed you, dane.' indicate a regretful moment. The lack of explicit sexual terms and the focus on emotional expression suggest a core romantic scene with relationship conflict.",3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R5,Heroine responds with anger or coldness,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and representative snippets ('missed', 'fuck', 'i've missed you') suggest emotional withdrawal and guarded responses, fitting Radway's R5 function. The main taxonomy category of 'Negative Emotions & Distress' further supports this interpretation."
91,"memories, remember, memory, remembered, remembering, childhood, amnesia, vivid, recall, ones",27,"['memories', 'remember', 'memory', 'remembered', 'remembering', 'childhood', 'amnesia', 'vivid', 'recall', 'ones', 'flashback', 'repressed', 'years', 'newer', 'reliving', 'events', 'tales', 'mind', 'memoriesa', 'retrograde', 'times', 'fragments', 'plagued', 'losing', 'replace', 'forget', 'list']",Vivid Childhood Memories,"She recalled vivid memories of her childhood, reliving past events that had been repressed for years.","romance_core, domestic_life","setting:memory, activity:remembering",False,"The top keywords 'memories', 'memory', 'childhood', and 'flashback' indicate a focus on past events. The snippets confirm these are vivid, repressed memories that the character is recalling.",3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R1,Heroine's social identity is destroyed,,I,Initial Conflict & Isolation,False,medium,"The topic's focus on 'memories' and 'would stay with me forever' suggests a regret or loss that the heroine is experiencing, which aligns with R1 - Heroine's social identity is destroyed. The lack of keywords and previous label/scene summary makes it difficult to be more confident, but the topic's placement in the 'Negative Emotions & Distress' category supports this interpretation."
99,"loved, loves, adored, utterly, madly, vacuum, told, despite, desperately, falling",27,"['loved', 'loves', 'adored', 'utterly', 'madly', 'vacuum', 'told', 'despite', 'desperately', 'falling', 'truly', 'denying', 'cared', 'completely', 'thought', 'really', 'learning', 'matter', 'mezcal', 'pangs', 'turd', 'damned', 'unravels', 'doted', 'bossing', 'irrevocably', 'abashed']",Desire And Regret Conversation,"The couple, sitting at the table, discusses their feelings of desire and regret from the past.","romance_core, relationship_conflict","setting:table, activity:discussing_feelings",False,"The keywords 'desirable', 'understandable', 'wishes', and 'regret' along with the snippets mentioning love and confusion about feelings support a label focused on a conversation about desire and regret. The setting around a table and the activity of discussing feelings are clearly indicated in the snippets.",3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,medium,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic has no keywords, label, or scene summary, and it's not categorized under romance_core or relationship dynamics. It's about general emotions, not specifically related to the heroine–hero arc."
111,"dreams, nightmare, dreamed, dreaming, nightmares, true, wake, worst, vivid, fantasies",27,"['dreams', 'nightmare', 'dreamed', 'dreaming', 'nightmares', 'true', 'wake', 'worst', 'vivid', 'fantasies', 'dreamt', 'pipe', 'memoriesa', 'dreamy', 'moonstar', 'remember', 'imagined', 'vision', 'wildest', 'waterfront', 'awoke', 'having', 'fantasy', 'remembered', 'journal', 'currently', 'years']",Nightmare Confessions,The couple shares their deepest fears and insecurities while lying in bed at night.,"romance_core, relationship_conflict","setting:bedroom, activity:confessing",False,"The top keywords 'dreams', 'nightmare', 'dreaming', and 'nightmares' indicate a focus on dreams and fears. The snippets show a conversation about dreams, suggesting emotional intimacy and potential conflict.",3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R2,Heroine reacts antagonistically to the hero,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around the heroine's distress and anger, expressed through accusations and blame ('why are you ruining my dreams?'), which aligns with Radway's R2 function of the heroine reacting antagonistically to the hero."
160,"gasped, tears, panic, cheeks, stomach, tear, hips, winced, wiped, belly",27,"['gasped', 'tears', 'panic', 'cheeks', 'stomach', 'tear', 'hips', 'winced', 'wiped', 'belly', 'unshed', 'welled', 'shivers', 'sprang', 'filled', 'flowed', 'corners', 'brimmed', 'shiver', 'spine', 'tense', 'spilled', 'shocked', 'pricked', 'streamed', 'churned', 'burst']",Emotional Panic Attack,"She gasps repeatedly, tears streaming down her cheeks, as panic surges through her body.","romance_core, relationship_conflict","setting:bedroom, activity:gasping",False,"The keywords 'tears', 'panic', 'gasps', and 'cheeks' are repeated and supported by the snippets, indicating a scene of intense emotional distress. The label and scene_summary capture this specific moment, avoiding vagueness.",3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic's keywords and snippets ('she gasped', 'they both gasped') do not relate to any specific interaction between the heroine and hero, nor do they indicate any emotional state or action that would correspond to Radway's functions. They are merely expressions of surprise or shock, which could occur in any context, making 'none' the appropriate choice."
165,"cracks, trails, muffled, murmur, shaky, sounds, soft, intended, breaking, strangled",27,"['cracks', 'trails', 'muffled', 'murmur', 'shaky', 'sounds', 'soft', 'intended', 'breaking', 'strangled', 'sound', 'louder', 'emerges', 'say', 'breaks', 'low', 'huskier', 'gravelly', 'lower', 'cracked', 'rough', 'placid', 'loud', 'harsher', 'trembling', 'manage', 'tone']",Emotional Voice Cracks,"She struggles to hold back tears, her voice cracking with emotion.","romance_core, relationship_conflict","setting:conversation, activity:emotional_talk",False,"The keywords 'cracks', 'muffled', 'murmur', 'shaky', and 'breaks' indicate emotional distress, while 'soft' and 'low' suggest a quiet, intimate setting. The snippets show a character's voice cracking during an emotional moment, supporting the label and categories.",3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R5,Heroine responds with anger or coldness,,I,Initial Conflict & Isolation,False,medium,"The topic's keyword 'my voice cracks' suggests emotional distress, which is a common response from the heroine when she's feeling vulnerable or upset, often in reaction to the hero's actions. This aligns with Radway's R5 function, where the heroine responds with coldness or anger to the hero's interest."
174,"worse, worst, happen, things, terrible, far, horrible, despicable, scenario, times",27,"['worse', 'worst', 'happen', 'things', 'terrible', 'far', 'horrible', 'despicable', 'scenario', 'times', 'drivers', 'infinitely', 'thing', 'gets', 'lot', 'possible', 'circumstances', 'ala', 'ways', 'lived', 'trolls', 'worsta', 'worlda', 'possibility', 'nightsa', 'offender', 'abominable']",Despairing About Worst Scenarios,"She sat alone, contemplating the worst-case scenarios that could possibly happen.","romance_core, relationship_conflict","setting:solo, activity:worrying",False,"The keywords 'worse', 'worst', 'terrible', 'horrible', and 'despicable' indicate a focus on negative outcomes. The snippets show a character reflecting on these scenarios, suggesting a scene of introspection and worry.",3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R1,Heroine's social identity is destroyed,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around distress and worsening situations, which aligns with the heroine's social identity being destroyed (R1) in the initial conflict and isolation phase of the romance narrative."
176,"throat, lump, clear, dries, swallowed, bile, tight, knot, clogged, cough",27,"['throat', 'lump', 'clear', 'dries', 'swallowed', 'bile', 'tight', 'knot', 'clogged', 'cough', 'tightness', 'swallowing', 'dry', 'gagging', 'lodged', 'burns', 'constricted', 'clearing', 'grows', 'sudden', 'coughed', 'cords', 'feels', 'reflex', 'sob', 'thickness', 'fumes']",Emotional Throat Tightness,"She struggles to hold back tears, feeling a lump in her throat as she tries to express her emotions.","romance_core, relationship_conflict","setting:conversation, activity:emotional_expression",False,"The keywords 'throat', 'lump', 'tight', and 'gagging' indicate emotional struggle. The snippets show a character trying to express feelings, with physical symptoms like a tight throat and lump in the throat.",3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R5,Heroine responds with anger or coldness,,I,Initial Conflict & Isolation,False,low,"The topic's representative snippets repeatedly mention 'swallowing a lump in the throat', suggesting emotional withdrawal or suppression of tears, which aligns with R5 - Heroine responds with anger or coldness."
178,"happiness, happier, make, makes, satisfaction, happily, deserve, cheerful, tools, percent",27,"['happiness', 'happier', 'make', 'makes', 'satisfaction', 'happily', 'deserve', 'cheerful', 'tools', 'percent', 'endings', 'centre', 'want', 'outpouring', 'shouldna', 'deliriously', 'torrential', 'parameters', 'joys', 'dictator', 'facet', 'attitudes', 'proudest', 'victories', 'ohhhh', 'afters', 'disasters']",Pursuit Of Happiness,"The couple reflects on their journey together, finding happiness in each other's company.","romance_core, domestic_life","setting:home, activity:reflection",False,"The top keywords 'happiness', 'happier', and 'satisfaction' indicate a focus on emotional well-being. The snippets 'happiness.', 'and happiness.', and 'a chance to find my own happiness.' suggest a scene where the couple is reflecting on their shared happiness, supporting the label 'Pursuit Of Happiness'. The primary categories 'romance_core' and 'domestic_life' capture the emotional bonding and daily life aspects of the scene. The secondary categories 'setting:home' and 'activity:reflection' are directly supported by the keywords and snippets.",3.1,Positive Emotions & Security,"Emotions, Cognition & Inner Life",,,,high,False,R13,Heroine's identity is restored,,III,Commitment & Restoration,False,high,"The topic's focus on 'happiness' and 'finding my own happiness' suggests a resolution and fulfillment of the heroine's journey, indicating a restoration of her identity (R13). The positive emotions and security taxonomy further supports this interpretation."
182,"tough, umma, jerky, battle, dig, cheeks, theya, talk, getting, ita",27,"['tough', 'umma', 'jerky', 'battle', 'dig', 'cheeks', 'theya', 'talk', 'getting', 'ita', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Cheek Heating Conversation,"She blushes, her cheeks heating up as she discusses something personal with him.","romance_core, social_setting","setting:conversation, activity:discussing_personal",False,"The keyword 'cheeks' and the phrase 'cheeks heat' in the snippets indicate a blush response, suggesting an emotional or embarrassing conversation. The keyword 'tough' implies a challenging or serious topic being discussed.",3.1,Positive Emotions & Security,"Emotions, Cognition & Inner Life",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic contains no keywords, no label or scene summary, and no primary or secondary categories related to the heroine–hero relationship. The representative snippets are not related to the heroine or hero's actions or emotions, and do not fit any of Radway's functions."
