composite_key,topic_id,name,keywords,taxonomy_main_id,taxonomy_main_name
B1_attraction_chemistry,255,Hot And Heavy Flirting,"hotter, smoking, hots, hottest, really, extremely, totally, scorpion, empathetic, ceaseless",2.1,Attraction & Sexual Tension
B1_attraction_chemistry,257,Scent-induced Arousal,"smell, scent, perfume, smells, smelled, air, scents, smelling, distillery, lavender",2.1,Attraction & Sexual Tension
B1_attraction_chemistry,271,Physical Labor And Attraction,"sama, couldn, didn, sculpted, conquest, labor, charmed, insisting, advantage, defenses",2.1,Attraction & Sexual Tension
B1_attraction_chemistry,280,Growling During Intimacy,"growls, groans, growl, rumbles, growling, rips, low, snarls, grunts, rumble",2.1,Attraction & Sexual Tension
B1_attraction_chemistry,285,Size Comparison Conversation,"bigger, huge, size, solid, heavy, geometry, massive, inch, large, larger",2.2,Kissing & Non-Explicit Affection
B1_attraction_chemistry,317,Scent-induced Intimacy,"scent, smelled, smell, perfume, nostrils, shampoo, smells, coconut, lavender, flowers",2.2,Kissing & Non-Explicit Affection
B2_emotional_intimacy,48,Deep Breaths During Emotional Moment,"breath, lungs, deep, exhale, inhale, breathing, exhaled, breaths, heavily, air",3.1,Positive Emotions & Security
B2_emotional_intimacy,156,Trust Assurance Conversation,"trust, trusted, trustworthy, issues, forgave, able, instincts, circle, gut, cana",4.2,"Bonding, Everyday Intimacy & Growth"
B2_emotional_intimacy,275,Back-to-back Support,"othera, lives, compatible, live, better, work, connected, synapses, physically, pasts",4.2,"Bonding, Everyday Intimacy & Growth"
B2_emotional_intimacy,330,Smiling And Laughing Together,"marleya, confidante, splutters, goofily, pleads, kicking, suma, ra, stylist, glance",4.2,"Bonding, Everyday Intimacy & Growth"
B2_emotional_intimacy,363,Goofball's Webcam Connection,"garretta, fulfilled, owners, sees, accepting, shouldna, letting, prophecy, webcam, salaciousa",4.2,"Bonding, Everyday Intimacy & Growth"
C_explicit_eroticism,1,Intimate Breast And Nipple Kissing,"kissed, hips, tongue, breasts, mouth, body, arms, slid, neck, thighs",2.3,Explicit Sexual Acts
C_explicit_eroticism,2,Clitoral Stimulation During Foreplay,"clit, pussy, tongue, hips, legs, mouth, neck, pull, lip, lower",2.3,Explicit Sexual Acts
C_explicit_eroticism,15,Clitoral Stimulation During Foreplay,"clit, hips, pussy, legs, thighs, erection, waist, thigh, panties, pulls",2.3,Explicit Sexual Acts
C_explicit_eroticism,19,Adrenaline-fueled game,"stomach, chest, blood, veins, temples, spine, belly, adrenaline, heartbeat, beating",2.3,Explicit Sexual Acts
C_explicit_eroticism,42,Exploring Virginity,"sexual, intimate, virginity, intimacy, having, sexually, blowing, sexa, sexuality, just",2.3,Explicit Sexual Acts
C_explicit_eroticism,55,Dominatrix Session,"wants, want, knows, needs, need, hera, needed, teach, ita, likes",2.3,Explicit Sexual Acts
C_explicit_eroticism,102,Hair Tugging During game,"hair, strands, brushes, grip, strand, handful, hand, runs, threads, gently",2.3,Explicit Sexual Acts
C_explicit_eroticism,103,Nude Bed Scene,"nude, nudes, seen, completely, nakedness, standing, stark, gloriously, wet, half",2.3,Explicit Sexual Acts
C_explicit_eroticism,133,Breast And Nipple Play,"nipple, nipples, breasts, breast, cups, pinches, sucking, thumbs, tongue, thumb",2.3,Explicit Sexual Acts
C_explicit_eroticism,162,Breast And Nipple Foreplay,"skirt, dress, breasts, nipples, curves, fabric, wore, panties, lace, blouse",2.3,Explicit Sexual Acts
C_explicit_eroticism,167,Intense Orgasmic Waves,"orgasms, climax, rips, orgasmic, orgasmed, body, intense, wave, explodes, orgasma",2.3,Explicit Sexual Acts
C_explicit_eroticism,205,Rule-breaking Encounter,"fuckup, rule, horny, rules, hint, rest, half, job, world, maybe",2.3,Explicit Sexual Acts
C_explicit_eroticism,208,Desperate Harem Offer,"wants, wanted, want, badly, astonishingly, desperate, bluest, harem, alwaysa, empowering",2.3,Explicit Sexual Acts
C_explicit_eroticism,290,Breast And Nipple Play,"nipples, nipple, hardened, harden, breasts, pebble, fabric, tighten, puckered, firm",2.3,Explicit Sexual Acts
C_explicit_eroticism,301,Erotic Lingerie Show,"erotic, sexytimes, dangerously, alluring, unnatural, attractive, desired, seductive, sensual, lingerie",2.3,Explicit Sexual Acts
C_explicit_eroticism,308,Clitoral Stimulation During game,"hea, confidence, preferred, redesigned, jugular, react, truest, amped, advertised, correct",2.3,Explicit Sexual Acts
C_explicit_eroticism,318,Mutual Clitoral Stimulation,"feels, felt, gooda, inconveniently, sign, overwhelmingly, marvelous, bloodthirsty, jury, otherworldly",2.3,Explicit Sexual Acts
C_explicit_eroticism,328,Intense Moaning During Foreplay,"moan, groaned, scream, screamed, whimper, moans, whimpered, moaned, inwardly, quivering",2.3,Explicit Sexual Acts
C_explicit_eroticism,338,Freshman Roommate Awakening,"freshman, comes, roommate, ey, breasta, earful, doesna, thankfully, offer, shrine",2.3,Explicit Sexual Acts
D_power_wealth_luxury,6,Wine-drinking At Table,"wine, sip, bottle, drunk, whiskey, waiter, scotch, alcohol, drinking, poured",5.2,Friends & Social Circles
D_power_wealth_luxury,16,Intergenerational Family Bonding,"fathera, parents, died, dada, older, fathers, children, kids, grandson, hea",5.1,Family & Kinship
D_power_wealth_luxury,44,Mother-player Relationship Struggles,"mothera, moma, stepmother, died, mamaa, moms, motherhood, telling, tell, traumatizing",5.1,Family & Kinship
D_power_wealth_luxury,49,Hiring A Babysitter,"babysitter, babya, born, babysit, healthy, having, want, infant, raise, youa",5.2,Friends & Social Circles
D_power_wealth_luxury,51,Emotional Support At Clinic,"maddiea, sama, karaa, clinic, answered, didn, tremulous, couldn, friend, sighed",5.2,Friends & Social Circles
D_power_wealth_luxury,79,Grandmother's Tears,"daisya, rule, replies, grandmother, whispers, says, remya, needs, cries, freezes",5.1,Family & Kinship
D_power_wealth_luxury,81,Family Discussion Around Table,"parents, children, kids, families, familya, aunts, uncles, parentsa, theya, grow",5.1,Family & Kinship
D_power_wealth_luxury,93,Family Apologies And Reconciliation,"parents, apologies, died, sister, ex, dada, brogue, pleasure, woozy, daughter",5.1,Family & Kinship
D_power_wealth_luxury,101,Sister's Tragic Letters,"gretchena, bronta, library, letter, letters, kleenex, headed, writer, gave, racked",5.1,Family & Kinship
D_power_wealth_luxury,104,Sister's Confusing Admissions,"kelseya, asks, says, pigeon, uh, helpful, sustainable, excited, cork, answers",5.1,Family & Kinship
D_power_wealth_luxury,130,Sister's Confusing Admissions,"says, told, argues, replied, offered, asked, promised, prospect, unconvinced, panted",5.1,Family & Kinship
D_power_wealth_luxury,134,Sister's Confusing Admissions,"cadea, audreya, archera, necks, daphnea, glanced, told, curious, breakthroughs, campus",5.1,Family & Kinship
D_power_wealth_luxury,137,Generous Offspring Circumstances,"knows, understood, surely, means, did, goes, understanding, understanda, offspring, reynarda",5.1,Family & Kinship
D_power_wealth_luxury,147,Good Luck Wishes,"luck, luckiest, perfection, perfectly, fortunate, fit, solution, unlucky, today, miracle",5.2,Friends & Social Circles
D_power_wealth_luxury,148,Holiday Celebration,"merry, holiday, parties, holidays, yeara, partya, december, partying, presents, christmases",5.3,"Community, Norms & Social Events"
D_power_wealth_luxury,154,Unexpected Pregnancy,"pregnancy, test, unplanned, weeks, months, fianca, birth, conception, injection, childbirth",5.1,Family & Kinship
D_power_wealth_luxury,173,Friendship Bonding,"friendship, friend, buddies, benefits, friendships, acquaintances, wea, friendsa, slowlya, school",5.2,Friends & Social Circles
D_power_wealth_luxury,193,Birthday Surprise For Friend,"patricka, yells, dopey, friend, nervously, announces, nudging, presents, birthday, wasted",5.2,Friends & Social Circles
D_power_wealth_luxury,200,Siblings' Confusing Disclosure,"sister, sistera, partnera, niece, daughter, older, disclosure, mask, members, sibling",5.1,Family & Kinship
D_power_wealth_luxury,209,Clan Heir's Obsession,"fitzpatricka, brennana, eldest, clan, ireland, unwarranted, obsession, wing, adoptive, squash",5.1,Family & Kinship
D_power_wealth_luxury,234,Witch's Daughter Murder Plot,"winniea, witch, laughed, asked, murdering, flared, chided, sitter, daughter, chimed",5.1,Family & Kinship
D_power_wealth_luxury,242,Awkward Handshake Introduction,"davea, elliea, says, asks, clasps, sadiea, class, gives, handshake, lottiea",5.2,Friends & Social Circles
D_power_wealth_luxury,243,Fearless Ladies Conversation,"charlottea, answer, answered, reply, epitome, ladies, stammer, acknowledges, deteriorated, helloa",5.2,Friends & Social Circles
D_power_wealth_luxury,244,Age Gap Roleplay,"cordless, drill, didn, accomplished, reassuring, results, oldest, strides, homebody, maybach",5.1,Family & Kinship
D_power_wealth_luxury,251,Press Conference Speech,"georgiaa, thosea, press, conference, yelped, scolded, giggled, cursing, laughed, called",5.3,"Community, Norms & Social Events"
D_power_wealth_luxury,264,Schoolyard Argument,"lilliea, rubya, daughtera, holds, daughter, squeeze, starts, dumpling, eleanora, school",5.1,Family & Kinship
D_power_wealth_luxury,274,Exclusive Club Nights,"clubs, members, exclusive, cluba, stag, wilder, restaurants, member, strip, whores",5.3,"Community, Norms & Social Events"
D_power_wealth_luxury,329,Parenting And Care Routine,"remya, dependable, coos, wails, parenting, competent, guardian, having, raise, formula",5.1,Family & Kinship
D_power_wealth_luxury,336,Polite Conversations,"alternatives, automatically, beg, thanks, answer, hear, looking, make, say, way",5.2,Friends & Social Circles
D_power_wealth_luxury,362,Adorable Nephew And Schnoodle,"adorable, cutest, nephew, cutes, absolutely, schnoodle, easter, whitea, beinga, incredibly",5.2,Friends & Social Circles
E_coercion_brutality_danger,69,Painful Emotional Burden,"hurts, guilt, painful, hurting, experiencing, painkillers, guilty, injury, agony, inflict",3.2,Negative Emotions & Distress
E_coercion_brutality_danger,82,Frightened Admissions,"scared, afraid, sad, terrifying, scary, scare, scares, frightening, frightened, fears",3.2,Negative Emotions & Distress
E_coercion_brutality_danger,127,Emotional Panic Attacks,"panic, emotions, emotional, attack, emotionally, attacks, hysteria, unease, excited, panicking",7.2,"Violence, Threats & Coercion"
E_coercion_brutality_danger,160,Emotional Panic Attack,"gasped, tears, panic, cheeks, stomach, tear, hips, winced, wiped, belly",3.2,Negative Emotions & Distress
E_coercion_brutality_danger,302,Gun Threat During Argument,"gun, weapon, bullets, pistol, guns, barrel, rifle, gunshot, aimed, shotgun",7.2,"Violence, Threats & Coercion"
F1_sadness_grief,82,Frightened Admissions,"scared, afraid, sad, terrifying, scary, scare, scares, frightening, frightened, fears",3.2,Negative Emotions & Distress
F1_sadness_grief,160,Emotional Panic Attack,"gasped, tears, panic, cheeks, stomach, tear, hips, winced, wiped, belly",3.2,Negative Emotions & Distress
F1_sadness_grief,239,Tearful Emotional Moment,"tears, prick, wipe, blink, cheeks, tear, leak, sting, stung, welled",3.2,Negative Emotions & Distress
F1_sadness_grief,270,Tearful Sobbing,"cried, tears, sobbing, sobbed, bawling, weep, stop, whatsoever, feminine, start",3.2,Negative Emotions & Distress
F2_anger_frustration,5,Long-term Relationship Struggles,"gone, gotten, given, week, trying, years, learned, seen, maybe, hea",3.2,Negative Emotions & Distress
F2_anger_frustration,8,Unclear Relationship Feelings,"didna, didn, hadna, couldna, wasna, wanted, wasn, wouldna, knew, blame",3.2,Negative Emotions & Distress
F2_anger_frustration,22,Resisting Temptation,"didna, couldna, wasna, hadna, wouldna, control, fucked, want, expecting, anymore",3.3,Ambivalence & Internal Conflict
F2_anger_frustration,40,Upset About Job,"loves, doesna, needs, says, miaa, wants, left, likes, lot, job",3.2,Negative Emotions & Distress
F2_anger_frustration,41,Confused About Feelings,"ia, used, going, complaining, anymore, ready, heartless, ashamed, wrong, doing",3.2,Negative Emotions & Distress
F2_anger_frustration,45,Wanting Something,"want, need, wanted, needed, thata, exactly, isna, wanting, tell, just",3.2,Negative Emotions & Distress
F2_anger_frustration,56,Sleep Deprivation,"sleep, asleep, slept, nap, hours, wake, night, woke, nighta, fall",3.2,Negative Emotions & Distress
F2_anger_frustration,66,Bluffing About Feelings,"didn, couldn, swallowed, glanced, nodded, hadn, giggled, wasn, despite, friend",3.2,Negative Emotions & Distress
F2_anger_frustration,69,Painful Emotional Burden,"hurts, guilt, painful, hurting, experiencing, painkillers, guilty, injury, agony, inflict",3.2,Negative Emotions & Distress
F2_anger_frustration,77,Puzzled Decision Making,"asks, asked, replies, whata, doing, says, answered, demanded, howa, tone",3.3,Ambivalence & Internal Conflict
F2_anger_frustration,88,Missed Opportunity Regret,"missed, misses, missing, forgot, performance, sorry, did, ia, train, memo",3.2,Negative Emotions & Distress
F2_anger_frustration,91,Vivid Childhood Memories,"memories, remember, memory, remembered, remembering, childhood, amnesia, vivid, recall, ones",3.2,Negative Emotions & Distress
F2_anger_frustration,99,Desire And Regret Conversation,"loved, loves, adored, utterly, madly, vacuum, told, despite, desperately, falling",3.2,Negative Emotions & Distress
F2_anger_frustration,111,Nightmare Confessions,"dreams, nightmare, dreamed, dreaming, nightmares, true, wake, worst, vivid, fantasies",3.2,Negative Emotions & Distress
F2_anger_frustration,165,Emotional Voice Cracks,"cracks, trails, muffled, murmur, shaky, sounds, soft, intended, breaking, strangled",3.2,Negative Emotions & Distress
F2_anger_frustration,174,Despairing About Worst Scenarios,"worse, worst, happen, things, terrible, far, horrible, despicable, scenario, times",3.2,Negative Emotions & Distress
F2_anger_frustration,176,Emotional Throat Tightness,"throat, lump, clear, dries, swallowed, bile, tight, knot, clogged, cough",3.2,Negative Emotions & Distress
F2_anger_frustration,188,Struggling With Authentic Feelings,"feels, deal, authentic, stuff, isna, happening, whats, believe, struggle, realness",3.2,Negative Emotions & Distress
F2_anger_frustration,213,Deep Breaths During Emotional Moment,"breath, hitches, breathes, deep, breathing, groans, sucked, throat, lungs, blew",3.2,Negative Emotions & Distress
F2_anger_frustration,216,Death And Suicide Conversations,"die, dead, died, deaths, killed, dying, mortification, murdered, murder, kills",3.2,Negative Emotions & Distress
F2_anger_frustration,225,Early Morning Hesitation,"early, latea, ita, minutes, bylaws, wasn, stipulate, realized, mosquitoes, technically",3.2,Negative Emotions & Distress
F2_anger_frustration,254,Regretful Mistake Admission,"mistake, wrong, mistakes, faulty, huge, foolish, make, undo, horny, trafficked",3.2,Negative Emotions & Distress
F2_anger_frustration,279,Pilot's Mileage Concerns,"mile, dishing, pilot, london, precautions, losing, wolves, trek, booking, competitors",3.2,Negative Emotions & Distress
F2_anger_frustration,288,Morning Routine Struggles,"mornings, early, morninga, omg, righta, routine, noon, overnight, oj, tomorrow",3.2,Negative Emotions & Distress
F2_anger_frustration,291,Deep Breaths During Emotional Moment,"breath, exhales, blew, breathing, deep, ragged, exhaled, intake, blows, inhales",3.2,Negative Emotions & Distress
F2_anger_frustration,320,Emotional Delusion Conversation,"feelsa, feela, better, feels, felta, feeling, soa, makes, felt, queasy",3.2,Negative Emotions & Distress
F2_anger_frustration,321,Emotional Relationship Delusion,"cilliana, antidote, maine, evon, unlike, entertainment, spent, footed, entailed, tolerant",3.2,Negative Emotions & Distress
F2_anger_frustration,325,Owl Observation,"owl, leta, herea, repeats, elf, alternatives, feed, presentable, watercolor, hopelessness",3.2,Negative Emotions & Distress
F2_anger_frustration,339,Prolonged Waiting,"wait, waiting, ipo, cowering, waits, pumps, elections, stand, beat, dissipate",3.2,Negative Emotions & Distress
F2_anger_frustration,349,Shoulder Burden,"shoulders, raise, hunch, slump, square, straighten, weight, roll, dignity, bunch",3.2,Negative Emotions & Distress
F2_anger_frustration,353,Regretful Realizations,"regret, regrets, regretted, regretfully, regretting, happened, wona, realizations, validity, runny",3.2,Negative Emotions & Distress
F3_anxiety_worry,5,Long-term Relationship Struggles,"gone, gotten, given, week, trying, years, learned, seen, maybe, hea",3.2,Negative Emotions & Distress
F3_anxiety_worry,8,Unclear Relationship Feelings,"didna, didn, hadna, couldna, wasna, wanted, wasn, wouldna, knew, blame",3.2,Negative Emotions & Distress
F3_anxiety_worry,40,Upset About Job,"loves, doesna, needs, says, miaa, wants, left, likes, lot, job",3.2,Negative Emotions & Distress
F3_anxiety_worry,41,Confused About Feelings,"ia, used, going, complaining, anymore, ready, heartless, ashamed, wrong, doing",3.2,Negative Emotions & Distress
F3_anxiety_worry,45,Wanting Something,"want, need, wanted, needed, thata, exactly, isna, wanting, tell, just",3.2,Negative Emotions & Distress
F3_anxiety_worry,56,Sleep Deprivation,"sleep, asleep, slept, nap, hours, wake, night, woke, nighta, fall",3.2,Negative Emotions & Distress
F3_anxiety_worry,66,Bluffing About Feelings,"didn, couldn, swallowed, glanced, nodded, hadn, giggled, wasn, despite, friend",3.2,Negative Emotions & Distress
F3_anxiety_worry,69,Painful Emotional Burden,"hurts, guilt, painful, hurting, experiencing, painkillers, guilty, injury, agony, inflict",3.2,Negative Emotions & Distress
F3_anxiety_worry,88,Missed Opportunity Regret,"missed, misses, missing, forgot, performance, sorry, did, ia, train, memo",3.2,Negative Emotions & Distress
F3_anxiety_worry,91,Vivid Childhood Memories,"memories, remember, memory, remembered, remembering, childhood, amnesia, vivid, recall, ones",3.2,Negative Emotions & Distress
F3_anxiety_worry,99,Desire And Regret Conversation,"loved, loves, adored, utterly, madly, vacuum, told, despite, desperately, falling",3.2,Negative Emotions & Distress
F3_anxiety_worry,111,Nightmare Confessions,"dreams, nightmare, dreamed, dreaming, nightmares, true, wake, worst, vivid, fantasies",3.2,Negative Emotions & Distress
F3_anxiety_worry,165,Emotional Voice Cracks,"cracks, trails, muffled, murmur, shaky, sounds, soft, intended, breaking, strangled",3.2,Negative Emotions & Distress
F3_anxiety_worry,174,Despairing About Worst Scenarios,"worse, worst, happen, things, terrible, far, horrible, despicable, scenario, times",3.2,Negative Emotions & Distress
F3_anxiety_worry,176,Emotional Throat Tightness,"throat, lump, clear, dries, swallowed, bile, tight, knot, clogged, cough",3.2,Negative Emotions & Distress
F3_anxiety_worry,188,Struggling With Authentic Feelings,"feels, deal, authentic, stuff, isna, happening, whats, believe, struggle, realness",3.2,Negative Emotions & Distress
F3_anxiety_worry,213,Deep Breaths During Emotional Moment,"breath, hitches, breathes, deep, breathing, groans, sucked, throat, lungs, blew",3.2,Negative Emotions & Distress
F3_anxiety_worry,216,Death And Suicide Conversations,"die, dead, died, deaths, killed, dying, mortification, murdered, murder, kills",3.2,Negative Emotions & Distress
F3_anxiety_worry,219,Human Nature Reflection,"assignment, humans, course, actuality, picturea, enviable, did, par, fixture, represented",3.4,"Beliefs, Values & Moral Reflection"
F3_anxiety_worry,225,Early Morning Hesitation,"early, latea, ita, minutes, bylaws, wasn, stipulate, realized, mosquitoes, technically",3.2,Negative Emotions & Distress
F3_anxiety_worry,249,Belief Discussion,"believe, admit, cana, expect, macka, validity, scotcha, ehh, prophecy, laminate",3.4,"Beliefs, Values & Moral Reflection"
F3_anxiety_worry,254,Regretful Mistake Admission,"mistake, wrong, mistakes, faulty, huge, foolish, make, undo, horny, trafficked",3.2,Negative Emotions & Distress
F3_anxiety_worry,279,Pilot's Mileage Concerns,"mile, dishing, pilot, london, precautions, losing, wolves, trek, booking, competitors",3.2,Negative Emotions & Distress
F3_anxiety_worry,288,Morning Routine Struggles,"mornings, early, morninga, omg, righta, routine, noon, overnight, oj, tomorrow",3.2,Negative Emotions & Distress
F3_anxiety_worry,291,Deep Breaths During Emotional Moment,"breath, exhales, blew, breathing, deep, ragged, exhaled, intake, blows, inhales",3.2,Negative Emotions & Distress
F3_anxiety_worry,310,Feminist Identity Affirmation,"foremost, tend, feminine, ama, ladies, feminist, conscious, especially, godawful, experience",3.4,"Beliefs, Values & Moral Reflection"
F3_anxiety_worry,311,Yearlong Relationship Reflection,"wea, shared, downs, cycle, yearlong, created, worked, years, squared, accidentally",3.4,"Beliefs, Values & Moral Reflection"
F3_anxiety_worry,314,Moral Dilemma Discussion,"thing, proves, exactly, thinga, telegraphing, humane, accurately, percent, accept, winner",3.4,"Beliefs, Values & Moral Reflection"
F3_anxiety_worry,320,Emotional Delusion Conversation,"feelsa, feela, better, feels, felta, feeling, soa, makes, felt, queasy",3.2,Negative Emotions & Distress
F3_anxiety_worry,321,Emotional Relationship Delusion,"cilliana, antidote, maine, evon, unlike, entertainment, spent, footed, entailed, tolerant",3.2,Negative Emotions & Distress
F3_anxiety_worry,325,Owl Observation,"owl, leta, herea, repeats, elf, alternatives, feed, presentable, watercolor, hopelessness",3.2,Negative Emotions & Distress
F3_anxiety_worry,339,Prolonged Waiting,"wait, waiting, ipo, cowering, waits, pumps, elections, stand, beat, dissipate",3.2,Negative Emotions & Distress
F3_anxiety_worry,346,Anxious Voice Hearing,"clairea, admirable, passionate, unenthusiastically, shortcuts, abysmally, verb, anxiousness, horrors, nonnegotiable",3.2,Negative Emotions & Distress
F3_anxiety_worry,349,Shoulder Burden,"shoulders, raise, hunch, slump, square, straighten, weight, roll, dignity, bunch",3.2,Negative Emotions & Distress
F3_anxiety_worry,350,Sisters Reflecting On Childhood,"didn, wasn, won, sell, childhood, months, guarded, defensive, sister, problemsa",3.4,"Beliefs, Values & Moral Reflection"
F3_anxiety_worry,353,Regretful Realizations,"regret, regrets, regretted, regretfully, regretting, happened, wona, realizations, validity, runny",3.2,Negative Emotions & Distress
