topic_id,in_taxonomy,in_semantics,in_quality,selected_final,dropped_stage,tier_used,fallback_used,composite_key
319,True,False,False,False,semantics,strict,False,A3_everyday_tenderness
327,True,False,False,False,semantics,strict,False,A3_everyday_tenderness
330,True,False,False,False,semantics,strict,False,A3_everyday_tenderness
334,True,False,False,False,semantics,strict,False,A3_everyday_tenderness
337,True,False,False,False,semantics,strict,False,A3_everyday_tenderness
344,True,False,False,False,semantics,strict,False,A3_everyday_tenderness
358,True,False,False,False,semantics,strict,False,A3_everyday_tenderness
363,True,True,True,True,none,strict,False,A3_everyday_tenderness
12,True,True,True,True,none,strict,False,B1_attraction_chemistry
13,True,True,True,True,none,strict,False,B1_attraction_chemistry
20,True,True,True,True,none,strict,False,B1_attraction_chemistry
21,True,True,True,True,none,strict,False,B1_attraction_chemistry
25,True,True,True,True,none,strict,False,B1_attraction_chemistry
36,True,True,True,True,none,strict,False,B1_attraction_chemistry
38,True,True,True,True,none,strict,False,B1_attraction_chemistry
39,True,True,True,True,none,strict,False,B1_attraction_chemistry
46,True,True,False,False,quality,strict,False,B1_attraction_chemistry
47,True,True,True,True,none,strict,False,B1_attraction_chemistry
58,True,True,True,True,none,strict,False,B1_attraction_chemistry
67,True,True,False,False,quality,strict,False,B1_attraction_chemistry
75,True,True,True,True,none,strict,False,B1_attraction_chemistry
78,True,True,True,True,none,strict,False,B1_attraction_chemistry
97,True,True,True,True,none,strict,False,B1_attraction_chemistry
125,True,True,True,True,none,strict,False,B1_attraction_chemistry
129,True,True,True,True,none,strict,False,B1_attraction_chemistry
158,True,True,False,False,quality,strict,False,B1_attraction_chemistry
164,True,True,True,True,none,strict,False,B1_attraction_chemistry
171,True,True,True,True,none,strict,False,B1_attraction_chemistry
184,True,True,True,True,none,strict,False,B1_attraction_chemistry
196,True,True,True,True,none,strict,False,B1_attraction_chemistry
207,True,True,True,True,none,strict,False,B1_attraction_chemistry
211,True,True,True,True,none,strict,False,B1_attraction_chemistry
227,True,True,False,False,quality,strict,False,B1_attraction_chemistry
229,True,True,True,True,none,strict,False,B1_attraction_chemistry
235,True,True,True,True,none,strict,False,B1_attraction_chemistry
255,True,True,True,True,none,strict,False,B1_attraction_chemistry
257,True,True,True,True,none,strict,False,B1_attraction_chemistry
271,True,True,True,True,none,strict,False,B1_attraction_chemistry
280,True,True,True,True,none,strict,False,B1_attraction_chemistry
285,True,True,True,True,none,strict,False,B1_attraction_chemistry
317,True,True,True,True,none,strict,False,B1_attraction_chemistry
347,True,True,False,False,quality,strict,False,B1_attraction_chemistry
3,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
14,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
23,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
26,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
29,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
31,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
34,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
35,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
43,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
48,True,True,True,True,none,strict,False,B2_emotional_intimacy
53,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
70,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
71,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
85,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
96,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
100,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
105,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
106,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
108,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
110,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
115,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
116,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
119,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
120,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
121,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
128,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
136,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
140,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
141,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
142,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
143,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
144,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
152,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
155,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
156,True,True,True,True,none,strict,False,B2_emotional_intimacy
157,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
159,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
161,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
170,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
175,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
178,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
180,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
182,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
183,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
185,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
189,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
190,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
192,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
198,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
204,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
210,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
220,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
226,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
228,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
230,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
232,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
233,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
246,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
250,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
256,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
258,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
260,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
263,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
275,True,True,True,True,none,strict,False,B2_emotional_intimacy
282,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
287,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
289,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
299,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
303,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
305,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
306,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
307,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
319,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
327,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
330,True,True,True,True,none,strict,False,B2_emotional_intimacy
334,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
337,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
344,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
355,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
358,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
360,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
361,True,False,False,False,semantics,strict,False,B2_emotional_intimacy
363,True,True,True,True,none,strict,False,B2_emotional_intimacy
1,True,True,True,True,none,strict,False,C_explicit_eroticism
2,True,True,True,True,none,strict,False,C_explicit_eroticism
15,True,True,True,True,none,strict,False,C_explicit_eroticism
19,True,True,True,True,none,strict,False,C_explicit_eroticism
42,True,True,True,True,none,strict,False,C_explicit_eroticism
55,True,True,True,True,none,strict,False,C_explicit_eroticism
102,True,True,True,True,none,strict,False,C_explicit_eroticism
103,True,True,True,True,none,strict,False,C_explicit_eroticism
133,True,True,True,True,none,strict,False,C_explicit_eroticism
162,True,True,True,True,none,strict,False,C_explicit_eroticism
167,True,True,True,True,none,strict,False,C_explicit_eroticism
205,True,True,True,True,none,strict,False,C_explicit_eroticism
208,True,True,True,True,none,strict,False,C_explicit_eroticism
290,True,True,True,True,none,strict,False,C_explicit_eroticism
301,True,True,True,True,none,strict,False,C_explicit_eroticism
308,True,True,True,True,none,strict,False,C_explicit_eroticism
318,True,True,True,True,none,strict,False,C_explicit_eroticism
328,True,True,True,True,none,strict,False,C_explicit_eroticism
338,True,True,True,True,none,strict,False,C_explicit_eroticism
6,True,True,True,True,none,strict,False,D_power_wealth_luxury
16,True,True,True,True,none,strict,False,D_power_wealth_luxury
44,True,True,True,True,none,strict,False,D_power_wealth_luxury
49,True,True,True,True,none,strict,False,D_power_wealth_luxury
51,True,True,True,True,none,strict,False,D_power_wealth_luxury
79,True,True,True,True,none,strict,False,D_power_wealth_luxury
81,True,True,True,True,none,strict,False,D_power_wealth_luxury
93,True,True,True,True,none,strict,False,D_power_wealth_luxury
98,True,True,False,False,quality,strict,False,D_power_wealth_luxury
101,True,True,True,True,none,strict,False,D_power_wealth_luxury
104,True,True,True,True,none,strict,False,D_power_wealth_luxury
113,True,True,False,False,quality,strict,False,D_power_wealth_luxury
124,True,True,False,False,quality,strict,False,D_power_wealth_luxury
130,True,True,True,True,none,strict,False,D_power_wealth_luxury
134,True,True,True,True,none,strict,False,D_power_wealth_luxury
137,True,True,True,True,none,strict,False,D_power_wealth_luxury
147,True,True,True,True,none,strict,False,D_power_wealth_luxury
148,True,True,True,True,none,strict,False,D_power_wealth_luxury
154,True,True,True,True,none,strict,False,D_power_wealth_luxury
173,True,True,True,True,none,strict,False,D_power_wealth_luxury
193,True,True,True,True,none,strict,False,D_power_wealth_luxury
200,True,True,True,True,none,strict,False,D_power_wealth_luxury
209,True,True,True,True,none,strict,False,D_power_wealth_luxury
234,True,True,True,True,none,strict,False,D_power_wealth_luxury
242,True,True,True,True,none,strict,False,D_power_wealth_luxury
243,True,True,True,True,none,strict,False,D_power_wealth_luxury
244,True,True,True,True,none,strict,False,D_power_wealth_luxury
247,True,True,False,False,quality,strict,False,D_power_wealth_luxury
251,True,True,True,True,none,strict,False,D_power_wealth_luxury
264,True,True,True,True,none,strict,False,D_power_wealth_luxury
274,True,True,True,True,none,strict,False,D_power_wealth_luxury
329,True,True,True,True,none,strict,False,D_power_wealth_luxury
336,True,True,True,True,none,strict,False,D_power_wealth_luxury
362,True,True,True,True,none,strict,False,D_power_wealth_luxury
5,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
8,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
40,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
41,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
45,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
56,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
66,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
69,True,True,True,True,none,strict,False,E_coercion_brutality_danger
80,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
82,True,True,True,True,none,strict,False,E_coercion_brutality_danger
84,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
88,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
91,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
94,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
99,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
111,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
122,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
127,True,True,True,True,none,strict,False,E_coercion_brutality_danger
160,True,True,True,True,none,strict,False,E_coercion_brutality_danger
165,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
174,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
176,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
188,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
197,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
213,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
216,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
225,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
239,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
254,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
266,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
270,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
279,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
286,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
288,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
291,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
302,True,True,True,True,none,strict,False,E_coercion_brutality_danger
320,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
321,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
325,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
339,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
346,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
349,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
353,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
356,True,False,False,False,semantics,strict,False,E_coercion_brutality_danger
5,True,False,False,False,semantics,strict,False,F1_sadness_grief
8,True,False,False,False,semantics,strict,False,F1_sadness_grief
40,True,False,False,False,semantics,strict,False,F1_sadness_grief
41,True,False,False,False,semantics,strict,False,F1_sadness_grief
45,True,False,False,False,semantics,strict,False,F1_sadness_grief
56,True,False,False,False,semantics,strict,False,F1_sadness_grief
66,True,False,False,False,semantics,strict,False,F1_sadness_grief
69,True,False,False,False,semantics,strict,False,F1_sadness_grief
80,True,False,False,False,semantics,strict,False,F1_sadness_grief
82,True,True,True,True,none,strict,False,F1_sadness_grief
88,True,False,False,False,semantics,strict,False,F1_sadness_grief
91,True,False,False,False,semantics,strict,False,F1_sadness_grief
99,True,False,False,False,semantics,strict,False,F1_sadness_grief
111,True,False,False,False,semantics,strict,False,F1_sadness_grief
160,True,True,True,True,none,strict,False,F1_sadness_grief
165,True,False,False,False,semantics,strict,False,F1_sadness_grief
174,True,False,False,False,semantics,strict,False,F1_sadness_grief
176,True,False,False,False,semantics,strict,False,F1_sadness_grief
188,True,False,False,False,semantics,strict,False,F1_sadness_grief
197,True,False,False,False,semantics,strict,False,F1_sadness_grief
213,True,False,False,False,semantics,strict,False,F1_sadness_grief
216,True,False,False,False,semantics,strict,False,F1_sadness_grief
225,True,False,False,False,semantics,strict,False,F1_sadness_grief
239,True,True,True,True,none,strict,False,F1_sadness_grief
254,True,False,False,False,semantics,strict,False,F1_sadness_grief
270,True,True,True,True,none,strict,False,F1_sadness_grief
279,True,False,False,False,semantics,strict,False,F1_sadness_grief
288,True,False,False,False,semantics,strict,False,F1_sadness_grief
291,True,False,False,False,semantics,strict,False,F1_sadness_grief
320,True,False,False,False,semantics,strict,False,F1_sadness_grief
321,True,False,False,False,semantics,strict,False,F1_sadness_grief
325,True,False,False,False,semantics,strict,False,F1_sadness_grief
339,True,False,False,False,semantics,strict,False,F1_sadness_grief
346,True,False,False,False,semantics,strict,False,F1_sadness_grief
349,True,False,False,False,semantics,strict,False,F1_sadness_grief
353,True,False,False,False,semantics,strict,False,F1_sadness_grief
5,True,False,False,True,none,relaxed,True,F2_anger_frustration
8,True,False,False,True,none,relaxed,True,F2_anger_frustration
22,True,False,False,True,none,relaxed,True,F2_anger_frustration
40,True,False,False,True,none,relaxed,True,F2_anger_frustration
41,True,False,False,True,none,relaxed,True,F2_anger_frustration
45,True,False,False,True,none,relaxed,True,F2_anger_frustration
56,True,False,False,True,none,relaxed,True,F2_anger_frustration
66,True,False,False,True,none,relaxed,True,F2_anger_frustration
69,True,False,False,True,none,relaxed,True,F2_anger_frustration
74,True,False,False,False,semantics,relaxed,True,F2_anger_frustration
77,True,False,False,True,none,relaxed,True,F2_anger_frustration
80,True,False,False,False,semantics,relaxed,True,F2_anger_frustration
82,True,False,False,False,semantics,relaxed,True,F2_anger_frustration
88,True,False,False,True,none,relaxed,True,F2_anger_frustration
91,True,False,False,True,none,relaxed,True,F2_anger_frustration
99,True,True,True,True,none,relaxed,True,F2_anger_frustration
111,True,False,False,True,none,relaxed,True,F2_anger_frustration
160,True,False,False,False,semantics,relaxed,True,F2_anger_frustration
165,True,False,False,True,none,relaxed,True,F2_anger_frustration
174,True,False,False,True,none,relaxed,True,F2_anger_frustration
176,True,False,False,True,none,relaxed,True,F2_anger_frustration
188,True,False,False,True,none,relaxed,True,F2_anger_frustration
197,True,False,False,False,semantics,relaxed,True,F2_anger_frustration
213,True,False,False,True,none,relaxed,True,F2_anger_frustration
216,True,False,False,True,none,relaxed,True,F2_anger_frustration
225,True,False,False,True,none,relaxed,True,F2_anger_frustration
239,True,False,False,False,semantics,relaxed,True,F2_anger_frustration
254,True,False,False,True,none,relaxed,True,F2_anger_frustration
270,True,False,False,False,semantics,relaxed,True,F2_anger_frustration
279,True,False,False,True,none,relaxed,True,F2_anger_frustration
288,True,False,False,True,none,relaxed,True,F2_anger_frustration
291,True,False,False,True,none,relaxed,True,F2_anger_frustration
320,True,False,False,True,none,relaxed,True,F2_anger_frustration
321,True,False,False,True,none,relaxed,True,F2_anger_frustration
325,True,True,True,True,none,relaxed,True,F2_anger_frustration
339,True,False,False,True,none,relaxed,True,F2_anger_frustration
346,True,False,False,False,semantics,relaxed,True,F2_anger_frustration
349,True,False,False,True,none,relaxed,True,F2_anger_frustration
353,True,False,False,True,none,relaxed,True,F2_anger_frustration
5,True,False,False,True,none,relaxed,True,F3_anxiety_worry
8,True,False,False,True,none,relaxed,True,F3_anxiety_worry
40,True,False,False,True,none,relaxed,True,F3_anxiety_worry
41,True,False,False,True,none,relaxed,True,F3_anxiety_worry
45,True,False,False,True,none,relaxed,True,F3_anxiety_worry
56,True,False,False,True,none,relaxed,True,F3_anxiety_worry
66,True,False,False,True,none,relaxed,True,F3_anxiety_worry
69,True,False,False,True,none,relaxed,True,F3_anxiety_worry
80,True,False,False,False,semantics,relaxed,True,F3_anxiety_worry
82,True,False,False,False,semantics,relaxed,True,F3_anxiety_worry
88,True,False,False,True,none,relaxed,True,F3_anxiety_worry
91,True,False,False,True,none,relaxed,True,F3_anxiety_worry
99,True,False,False,True,none,relaxed,True,F3_anxiety_worry
111,True,False,False,True,none,relaxed,True,F3_anxiety_worry
160,True,False,False,False,semantics,relaxed,True,F3_anxiety_worry
165,True,False,False,True,none,relaxed,True,F3_anxiety_worry
174,True,False,False,True,none,relaxed,True,F3_anxiety_worry
176,True,False,False,True,none,relaxed,True,F3_anxiety_worry
188,True,False,False,True,none,relaxed,True,F3_anxiety_worry
197,True,False,False,False,semantics,relaxed,True,F3_anxiety_worry
213,True,False,False,True,none,relaxed,True,F3_anxiety_worry
216,True,False,False,True,none,relaxed,True,F3_anxiety_worry
219,True,False,False,True,none,relaxed,True,F3_anxiety_worry
225,True,False,False,True,none,relaxed,True,F3_anxiety_worry
239,True,False,False,False,semantics,relaxed,True,F3_anxiety_worry
249,True,False,False,True,none,relaxed,True,F3_anxiety_worry
254,True,False,False,True,none,relaxed,True,F3_anxiety_worry
270,True,False,False,False,semantics,relaxed,True,F3_anxiety_worry
279,True,True,True,True,none,relaxed,True,F3_anxiety_worry
288,True,False,False,True,none,relaxed,True,F3_anxiety_worry
291,True,False,False,True,none,relaxed,True,F3_anxiety_worry
310,True,False,False,True,none,relaxed,True,F3_anxiety_worry
311,True,False,False,True,none,relaxed,True,F3_anxiety_worry
314,True,False,False,True,none,relaxed,True,F3_anxiety_worry
320,True,False,False,True,none,relaxed,True,F3_anxiety_worry
321,True,False,False,True,none,relaxed,True,F3_anxiety_worry
325,True,False,False,True,none,relaxed,True,F3_anxiety_worry
339,True,False,False,True,none,relaxed,True,F3_anxiety_worry
346,True,True,True,True,none,relaxed,True,F3_anxiety_worry
349,True,False,False,True,none,relaxed,True,F3_anxiety_worry
350,True,False,False,True,none,relaxed,True,F3_anxiety_worry
353,True,False,False,True,none,relaxed,True,F3_anxiety_worry
10,True,False,False,False,semantics,strict,False,G_courtship_rituals_gifts
11,True,True,True,True,none,strict,False,G_courtship_rituals_gifts
24,True,False,False,False,semantics,strict,False,G_courtship_rituals_gifts
27,True,False,False,False,semantics,strict,False,G_courtship_rituals_gifts
30,True,False,False,False,semantics,strict,False,G_courtship_rituals_gifts
54,True,False,False,False,semantics,strict,False,G_courtship_rituals_gifts
57,True,False,False,False,semantics,strict,False,G_courtship_rituals_gifts
72,True,False,False,False,semantics,strict,False,G_courtship_rituals_gifts
83,True,False,False,False,semantics,strict,False,G_courtship_rituals_gifts
92,True,False,False,False,semantics,strict,False,G_courtship_rituals_gifts
112,True,False,False,False,semantics,strict,False,G_courtship_rituals_gifts
135,True,False,False,False,semantics,strict,False,G_courtship_rituals_gifts
146,True,False,False,False,semantics,strict,False,G_courtship_rituals_gifts
148,True,True,True,True,none,strict,False,G_courtship_rituals_gifts
218,True,False,False,False,semantics,strict,False,G_courtship_rituals_gifts
221,True,False,False,False,semantics,strict,False,G_courtship_rituals_gifts
247,True,False,False,False,semantics,strict,False,G_courtship_rituals_gifts
251,True,False,False,False,semantics,strict,False,G_courtship_rituals_gifts
265,True,False,False,False,semantics,strict,False,G_courtship_rituals_gifts
274,True,True,True,True,none,strict,False,G_courtship_rituals_gifts
281,True,False,False,False,semantics,strict,False,G_courtship_rituals_gifts
284,True,False,False,False,semantics,strict,False,G_courtship_rituals_gifts
292,True,False,False,False,semantics,strict,False,G_courtship_rituals_gifts
323,True,False,False,False,semantics,strict,False,G_courtship_rituals_gifts
357,True,False,False,False,semantics,strict,False,G_courtship_rituals_gifts
365,True,False,False,False,semantics,strict,False,G_courtship_rituals_gifts
5,True,False,False,False,semantics,global_tight,True,L_vices_addictions
8,True,False,False,False,semantics,global_tight,True,L_vices_addictions
40,True,False,False,False,semantics,global_tight,True,L_vices_addictions
41,True,False,False,False,semantics,global_tight,True,L_vices_addictions
45,True,False,False,False,semantics,global_tight,True,L_vices_addictions
56,True,False,False,False,semantics,global_tight,True,L_vices_addictions
66,True,False,False,False,semantics,global_tight,True,L_vices_addictions
69,True,False,False,False,semantics,global_tight,True,L_vices_addictions
80,True,False,False,False,semantics,global_tight,True,L_vices_addictions
82,True,False,False,False,semantics,global_tight,True,L_vices_addictions
88,True,False,False,False,semantics,global_tight,True,L_vices_addictions
91,True,False,False,False,semantics,global_tight,True,L_vices_addictions
99,True,False,False,False,semantics,global_tight,True,L_vices_addictions
111,True,False,False,False,semantics,global_tight,True,L_vices_addictions
160,True,False,False,False,semantics,global_tight,True,L_vices_addictions
165,True,False,False,False,semantics,global_tight,True,L_vices_addictions
