label,prevalence,mass,concentration_ratio,topic_id,keywords,scene_summary,label_is_noise
Age Gap Roleplay,0.717391304347826,0.001324291892460376,10.542070322014307,244,"cordless, drill, didn, accomplished, reassuring, results, oldest, strides, homebody, maybach","Gage, the older man, assumes a paternal role with Haven, intervening on her behalf and remembering details about people they meet.",False
Anger Management In Relationship,1.0,0.0025546915414746915,1.554265655688123,94,"anger, rage, simmering, blood, frustration, enraged, temper, veins, boiled, surges",The couple struggles with managing their anger towards each other during an argument.,False
Angry Argument,1.0,0.0025573048762282365,2.096467309435362,276,"anger, rage, furious, burning, dense, disrespectful, temper, thrums, bitterness, rising","She glared at him, her anger rising as she accused him of being disrespectful.",False
Angry Glare During Argument,0.5869565217391305,0.0013411358767762554,15.717095154097596,286,"zanea, shrugged, trevilloa, krissana, supreme, shouldered, glare, priest, flashed, folded","The couple, standing in the kitchen, glares at each other during an intense argument.",False
Angry Shouting Match,0.42391304347826086,0.0010421457518649795,2.6622409293113884,166,"shouted, yelled, yell, yells, yelling, bellowed, shouting, exasperation, jump, shouts","She shouts in exasperation, her voice echoing in the bathroom as he stands there, unmoved.",False
Animal Farm Visit,0.16304347826086957,0.0007604273192685112,6.601652562836347,83,"goats, dogs, animal, puppies, animals, sheep, pet, lion, pets, hound","The couple visits a farm filled with goats, dogs, and other animals.",False
Annie's Gossip Reading,0.010869565217391304,0.0005091139289795781,7.435683567124064,357,"wasn, couldn, hungover, recognized, didn, innocently, indicated, whats, accordion, herculean",Annie reads gossip magazines in her living room to stay updated on social trends.,False
Anxious Voice Hearing,0.07608695652173914,0.0006165926681333079,3.41342576773084,346,"clairea, admirable, passionate, unenthusiastically, shortcuts, abysmally, verb, anxiousness, horrors, nonnegotiable","She hears her name called, feeling anxious and uncertain about the voice's source.",False
Apologetic Excuse Me,1.0,0.004660473495223628,1.5631049834343598,65,"excuse, aye, alright, look, ew, excellent, bye, called, lottiea, buta","She hesitates, then says 'excuse me' in a soft, uncertain voice.",False
Apology And Forgiveness,0.9347826086956522,0.002788108446993446,2.0904580119956915,61,"apologize, forgive, sorry, apology, apologized, apologizing, forgiveness, forgiven, apologies, profusely","She apologizes for her mistake, and he forgives her, leading to a moment of emotional connection.",False
Apprehensive Password Exchange,0.043478260869565216,0.00066098245337418,24.824409097110923,199,"liaa, case, password, owners, kick, danish, perking, disappear, ehhh, happening","She hesitates before sharing her password, feeling apprehensive about the figurative implications.",False
Archery Hunting,0.09782608695652174,0.0010526094481819296,16.819324799190458,34,"huntera, cards, california, glanced, archery, turned, chips, shoulder, gritted, threw","The couple, wary of each other, engages in a game of archery at a hunting event.",False
Archery Practice,0.03260869565217391,0.0005386941599862099,29.55030583110028,138,"sailora, sailors, archery, promised, sparrowa, cards, tapes, arrows, broccoli, pact",The couple practices archery together at a range.,False
Argument About Betrayal,0.967391304347826,0.002338976001694005,11.383338191898376,295,"alexaa, spell, bookcrazy, execute, spells, explosion, grateful, shared, friend, dazed","He bit back the words about Alex's betrayal, his heart sinking as he followed her mother into the house.",False
Argument About Saying No,0.0,0.00027828588141263306,2.4772942292349343,32,"firmly, offense, answered, youa, say, flatly, problem, replied, saying, wona",She argues with him about not having a say in the matter.,False
Argument With Glare,0.03260869565217391,0.00031084457862451783,21.92334289656112,252,"westona, growls, straightens, cautions, scowls, movea, retorts, turns, smoldering, oops","He glares at her, voice hard, as she retorts with a smirk.",False
Arrogant Man's Behavior,1.0,0.0025189986441284183,2.033382666374325,297,"arrogance, cocky, smack, hea, insufferable, jerks, pompous, decides, jerky, sleazebag",A woman notices and reacts to the arrogance of a man.,False
Attraction At First Glance,0.05434782608695652,0.0007055628484355917,30.834664359844272,46,"didn, hardya, wasn, murmured, looked, pickup, wondered, couldn, heard, gave","She notices him across the room, their eyes meeting briefly before she looks away, feeling a spark of attraction.",False
Audience-focused Decision,0.010869565217391304,0.0011393207266853366,63.0084398355155,206,"hadn, didn, audience, couldn, lavishing, blinked, glanced, wouldn, formidable, compact","Poppy, on stage, considers her audience's reaction before turning back to her rival.",False
Author Acknowledgment Section,0.17391304347826086,0.0006505906819461646,4.323669532217392,194,"authors, acknowledgments, authora, reviews, reading, purchase, series, thank, authorized, fiction",The author thanks readers and acknowledges supporters in the acknowledgments section of their novel.,True
Awkward Handshake Introduction,0.18478260869565216,0.0009370627343713703,9.577669457429321,242,"davea, elliea, says, asks, clasps, sadiea, class, gives, handshake, lottiea","Ellie hesitates before extending her hand to Lottie, who looks uncertain about the gesture.",False
Awkward Questions At Door,0.9565217391304348,0.0030787500352812136,1.9146142465497062,139,"asked, asks, doing, replied, whata, demanded, prompted, says, suspiciously, uh","She hesitates at the door, asking him 'What is it?' with a stammer.",False
Back-to-back Support,0.8260869565217391,0.0014097546936310185,2.9898959392566264,275,"othera, lives, compatible, live, better, work, connected, synapses, physically, pasts","The couple stands back-to-back, each having the other's back in a moment of solidarity.",False
Bedroom Encounter,0.9891304347826086,0.002318231996684361,2.418321188374706,75,"bed, bedroom, couch, sheets, sofa, covers, pillows, mattress, flop, edge","The couple finds themselves in the bedroom, surrounded by pillows and sheets, as they share an intimate moment.",False
Bedroom Intimacy,1.0,0.0040379407451686085,3.8888613441004836,171,"bed, mattress, bedroom, edge, sits, carries, covers, pushes, pillow, crawls","The couple sits on the bed, legs touching, as they share intimate moments.",False
Bedtime Routine,0.9239130434782609,0.0024050985436820265,2.594517348967827,146,"bed, mattress, bedroom, sheets, covers, climb, lay, edge, blankets, pillow","She gets into her own bed, turning right around after a long day.",False
Belief Discussion,1.0,0.004010822034963681,1.567130390037372,249,"believe, admit, cana, expect, macka, validity, scotcha, ehh, prophecy, laminate",The couple discusses their beliefs in the garage.,False
Birdwatching In Park,0.10869565217391304,0.0005697641988435375,5.772385267028638,218,"pigeon, birds, duck, duckling, chirping, wings, speculate, pecking, crows, antics","The couple sits on a bench in the park, watching birds and ducks.",False
Birthday Surprise For Friend,0.06521739130434782,0.0008811643828705865,9.060432489151617,193,"patricka, yells, dopey, friend, nervously, announces, nudging, presents, birthday, wasted",She excitedly plans and executes a surprise birthday party for her friend.,False
Bluffing About Feelings,0.03260869565217391,0.0011753728713222277,46.525234722522384,66,"didn, couldn, swallowed, glanced, nodded, hadn, giggled, wasn, despite, friend",Abbey struggles to understand and express her feelings while interacting with someone.,False
Blushing Cheeks Conversation,0.717391304347826,0.0014686262518202452,2.4802727385731096,355,"cheeks, flush, flushes, sears, burn, floods, redden, flushed, burns, hotter",She felt her cheeks heat as she struggled to express her feelings.,False
Board Game Around Table,0.07608695652173914,0.0015666868623180521,26.134674017965633,23,"reesea, merinaa, gwynetha, taga, board, hadna, gave, told, cadea, wasna","The couple sits around a table, playing a board game, their hands occasionally touching.",False
Boardroom Negotiation,0.021739130434782608,0.0008282107693259315,29.780968037072544,118,"holta, donovana, doesna, zullya, addressing, lets, publicity, finds, knows, forthcoming","The couple sits across from each other at a boardroom table, discussing a business deal.",False
Boss's Boss Interaction,0.391304347826087,0.0012906070163295682,6.244105578683415,60,"bossa, ceos, employee, bosses, board, company, manager, job, hea, youa",The employee interacts with their boss's boss in a professional setting.,False
Breakup Reflection,0.03260869565217391,0.0004209485559190838,30.588839576036385,197,"breakera, asks, closure, margaritas, refer, rule, joins, numbers, says, uh","She sits alone, margarita in hand, reflecting on their breakup and the decade they spent together.",False
Breast And Nipple Foreplay,0.9456521739130435,0.0029830820729170437,2.5626427292145686,162,"skirt, dress, breasts, nipples, curves, fabric, wore, panties, lace, blouse","She teasingly caresses her breasts and nipples, her partner watching intently.",False
Breast And Nipple Play,0.967391304347826,0.002863812460731543,4.198643136565891,133,"nipple, nipples, breasts, breast, cups, pinches, sucking, thumbs, tongue, thumb",He teases her nipples with his thumbs and tongue.,False
Business Attire In Office,0.9782608695652174,0.0021636033240111157,2.082478084979094,343,"navy, tie, wearing, crisp, shirt, tailored, charcoal, perfectly, custom, wore","He, dressed in a crisp navy suit and tie, stands in his office, negotiating a business deal.",False
Business Call Negotiation,0.9891304347826086,0.0023854511619471608,1.9692433420403117,326,"calling, called, anytime, earliest, calls, later, convenience, alright, pressa, newsa",The couple discusses business terms over the phone in their home office.,False
Business Deal Negotiation,0.6793478260869565,0.0020516200458502594,4.48757983483371,195,"spoke, asked, cartera, walked, reservation, blakea, noraa, smiled, pro, standards","The couple, seated around a table, engages in intense negotiations over a business deal.",False
Business Discussion,0.9891304347826086,0.0025126607503698707,2.8239648719941846,33,"business, company, dollars, pay, job, million, thousand, paid, investment, cost",The couple discusses business matters at the dinner table.,False
Business Expansion Negotiation,0.42391304347826086,0.0011447406633191995,6.408878812444989,298,"aren, jail, nightlife, means, fatherless, haired, undisclosed, lizards, derision, inspires","The stocky, brown-haired man, Travis, negotiates a business deal in his office, aiming to launch himself into the top ranks of Texas developers.",False
Business Meeting Negotiation,0.8369565217391305,0.0014299047372662145,1.9407731965863175,296,"meeting, office, meetings, board, offices, conference, tomorrow, engineering, noon, business",The couple discusses business terms in an office setting.,False
Business Meeting With Client,0.03260869565217391,0.001368344915585847,37.11566726380985,191,"eddiea, wasn, onboarding, didn, couldn, blinked, mitchella, meeting, complied, karaoke","Eddie meets with a client in an office, discussing business and his role in the company.",False
Captain's Real Name Revelation,0.021739130434782608,0.0006119191743134671,39.20296829716638,246,"captaina, following, wraps, moves, weeksa, badge, placing, stands, try, looks","She turns in his arms, smiling up at him, as he reveals his real name over the intercom.",False
Car Ride Negotiation,0.03260869565217391,0.0007536241676780562,22.786561587647327,261,"doesn, introduce, cajoled, disarming, sangria, teaches, uncompromising, tendencies, horizontal, protocol","She sits in the passenger seat, trying to reason with him as he drives.",False
Career-focused Relationship Struggles,0.0,0.0005719496908240998,1.5032274973836481,240,"ia, worked, applied, developed, years, tasked, built, research, achieved, deal",She thought about their relationship while booking a flight for her career opportunity.,False
Careful Tune-up Before Night Out,0.34782608695652173,0.0009330178602574718,2.7836522381790085,265,"just, checking, saya, practicing, record, careful, tune, curveball, easy, peasy",She carefully checks and tunes her car before their night out.,False
Casual Conversations,0.14673913043478262,0.0007217115498508897,3.6680347918838607,143,"conversation, talk, conversations, discuss, need, chat, talked, later, having, discussion","The couple engages in light, informal discussions while spending time together.",False
Changes In Relationship Dynamics,0.5760869565217391,0.0011406034172790859,2.3874946401543293,168,"changed, change, changes, everythinga, mind, topic, things, subject, revise, transformation",The couple discusses the changes in their relationship over time.,False
Cheek Heating Conversation,0.16304347826086957,0.0005117079848120604,8.032544883084729,182,"tough, umma, jerky, battle, dig, cheeks, theya, talk, getting, ita","She blushes, her cheeks heating up as she discusses something personal with him.",False
City Apartment Lease Negotiation,0.5,0.001121149317710437,3.01392931724499,86,"york, rent, lease, city, rental, pay, live, monthly, renting, montha","The couple sits around a table in their New York City rental, discussing the terms of their lease with their landlord.",False
Clan Heir's Obsession,0.9565217391304348,0.0022642542937184396,6.019987337449924,209,"fitzpatricka, brennana, eldest, clan, ireland, unwarranted, obsession, wing, adoptive, squash","The eldest son of a powerful clan is consumed by an unwarranted obsession with his adoptive sister, leading to intense, often inappropriate interactions.",False
Clarifying Conversation,0.05434782608695652,0.0003585915709678917,14.772436448105742,238,"rumbles, load, huh, point, isna, things, asked, , , ","The couple sits at a table, trying to understand each other's perspective.",False
Classical Music Appreciation,0.43478260869565216,0.0010402824934149485,4.025871079677275,289,"music, band, song, musicians, classical, jazz, playing, play, speakers, songs",The couple enjoys listening to classical music together.,False
Clever Insults During Argument,0.2391304347826087,0.0006309585680235856,6.535295680597758,262,"imply, clever, honestly, gives, , , , , , ","She glares at him, retorting with a clever insult as they argue in the kitchen.",False
Clitoral Stimulation During Foreplay,0.967391304347826,0.007054173118124335,7.078110490300372,2,"clit, pussy, tongue, hips, legs, mouth, neck, pull, lip, lower","She spreads her legs, allowing him to run his tongue along her clit as she moans into his neck.",False
Clitoral Stimulation During game,0.7065217391304348,0.001214183335979425,3.0984507609212613,308,"hea, confidence, preferred, redesigned, jugular, react, truest, amped, advertised, correct","He gently caresses her clitoris as they lie on the bed, building anticipation before going further.",False
Clothing Shopping Together,0.5543478260869565,0.0010231869272255315,1.5007336904691382,31,"wea, wear, clothes, outfit, wearing, going, wardrobe, worn, clothing, doing","The couple browses clothing racks, trying on outfits and discussing their choices.",False
Cocky Shark's Vows,0.021739130434782608,0.0008038683203187327,21.8406847890263,331,"biancaa, jambalaya, tremulous, egotistical, presumptuous, enzoa, scooping, muttered, shark, vows","In a tense moment, Bianca's eyes widen as the cocky shark vows to run, leaving her uncertain about their relationship.",False
Cocky Smirk During Argument,0.2717391304347826,0.0008633715430255747,3.567761215218085,267,"nods, smirks, smirk, knowingly, solemnly, fuss, politely, broaden, fixed, amused",He smirks cockily at her during an intense argument.,False
Color Scheme Discussion,1.0,0.004482957344111026,1.521151741797066,307,"colors, favorite, yellow, scheme, bright, ones, shade, primary, packets, burgundy",The couple discusses their favorite colors and shades around the table.,False
Compliments And Flirting,0.532608695652174,0.0010891364857772588,3.242266275226771,58,"look, youa, stunning, seen, attractive, sweeter, breathtakingly, absolutely, utterly, looks",She receives compliments about her appearance from him.,False
Compromising Photoshoot,0.043478260869565216,0.0008445615752310884,24.518363027574793,266,"shots, client, grinned, wouldn, compromising, photos, assured, meridian, explicit, le",Abbey positions a man for incriminating photos while her accomplice captures the shots.,False
Condom Check Before Sex,0.06521739130434782,0.0005257512003850173,3.4651041489716268,129,"condom, condoms, wrapper, packet, wallet, nightstand, expired, drawer, pocket, rolled","He reaches into his wallet, pulling out a condom packet to check its expiration before they proceed.",False
Confused About Feelings,0.8586956521739131,0.0012938363984170986,2.1480733211284333,41,"ia, used, going, complaining, anymore, ready, heartless, ashamed, wrong, doing","She sits alone, confused about her feelings for him.",False
Confused About Relationship Feelings,0.03260869565217391,0.0007955917951711058,56.00867038556023,74,"emmetta, britta, fact, grin, smirked, second, snorted, fuckina, laughed, amazed","The couple sits in a stadium, stunned and amazed, trying to understand their complex feelings for each other.",False
Confused Conversations,0.010869565217391304,0.0006212100015096931,1.7740231705552285,253,"doing, demanded, asked, going, shrug, stammer, supremacy, question, sacrilege, chides","She looks at him, confused, as he stutters and struggles to explain his actions.",False
Confusing Conversations,0.9782608695652174,0.002170625474366405,1.5225963245503555,153,"odd, confusing, complicated, weirdest, creepy, surprising, feels, strangest, weirdo, peculiar","The couple struggles to understand each other in a series of odd, confusing conversations.",False
Constant Hate And Dislike,0.9891304347826086,0.0018745981137396985,2.0252140336468543,117,"hated, hate, hates, hating, despised, loathe, loathed, dislike, disliked, hatred",He constantly expresses his hatred and dislike for something or someone.,False
Contract Negotiation,0.8913043478260869,0.0014968808582526757,2.543498508802164,309,"contract, signed, contracts, sign, clause, dalliances, promissory, signing, read, contracta",The couple discusses and negotiates the terms of a contract around a table.,False
Convenient Travel Options,0.8369565217391305,0.0014378282058829961,2.538115776858603,121,"better, easier, vossameera, possibly, probably, smoother, suppose, sakes, option, ideal",The couple discusses better and more convenient travel options for their future trips together.,False
Dates And Calendar Confusion,0.9782608695652174,0.0016995418007982343,2.5278538854567096,144,"dates, datea, dated, isna, official, started, service, bring, apps, canceling","She struggles to manage her calendar, trying to fit in dates with him.",False
Death And Suicide Conversations,0.967391304347826,0.0024193828421648243,2.1822360835549652,216,"die, dead, died, deaths, killed, dying, mortification, murdered, murder, kills",The couple discusses their fears and past experiences with death and suicide.,False
Deceptive Relationship,0.9456521739130435,0.001627766626778348,1.6338826653537977,63,"lie, lied, lying, lies, deception, truths, outright, omission, liara, believe","She lies to him about her whereabouts, trying to hide her true feelings.",False
Deep Breaths During Emotional Moment,0.8840579710144928,0.002311736403077673,3.1152513103966046,48,"breath, lungs, deep, exhale, inhale, breathing, exhaled, breaths, heavily, air",She takes deep breaths to calm herself during an emotional moment.,False
Deflecting Blame,0.967391304347826,0.0016321013138510664,2.6702280385013495,150,"industries, fault, dona, anythinga, avaa, aa, shoulda, dramatic, stop, consented","He tries to deflect blame for a past mistake, but she insists it's not his fault.",False
Desire And Regret Conversation,0.9456521739130435,0.0019205730040312795,2.4236128439071765,99,"loved, loves, adored, utterly, madly, vacuum, told, despite, desperately, falling","The couple, sitting at the table, discusses their feelings of desire and regret from the past.",False
Desolate Emotional Conversation,0.043478260869565216,0.0009922777258724246,33.46739471103195,73,"simona, karaa, answered, completely, rarity, loved, desolate, special, happiness, emotionally","In a desolate setting, two acquaintances engage in an emotional conversation about their feelings.",False
Despairing About Worst Scenarios,0.22826086956521738,0.000825074689644545,2.276936517486467,174,"worse, worst, happen, things, terrible, far, horrible, despicable, scenario, times","She sat alone, contemplating the worst-case scenarios that could possibly happen.",False
Desperate Harem Offer,1.0,0.00289177017002424,2.0452867256610503,208,"wants, wanted, want, badly, astonishingly, desperate, bluest, harem, alwaysa, empowering","She, desperate for his affection, offers herself to him in a harem-like setting.",False
Dinner Invitation,0.9891304347826086,0.004267044821107908,3.957465606458227,3,"dinner, eat, food, lunch, breakfast, bakery, chicken, sandwich, meal, dessert","He invites her to dinner, suggesting a restaurant or specific meal.",False
Disco Night Adventure,0.8586956521739131,0.0018087465178986046,21.083004822580953,226,"hayesa, doesna, wants, copying, imperial, disco, infinity, pottery, scandalous, doga",She and her girlfriend dance the night away at a lively disco in Maine.,False
Division Discussion,0.0,7.316568764638303e-05,2.359480354755905,183,"division, stick, excuse, probably, , , , , , ",The couple discusses their division of labor in the kitchen.,False
Dog Whining,0.967391304347826,0.0021691210787908965,5.668577444577682,284,"whines, maxa, answered, bounds, wriggles, perplexed, barks, outmaneuvered, rigidly, extremes",The dog whines repeatedly from the back of the room.,False
Dominatrix Session,0.9891304347826086,0.0062983456858546095,3.207053789805143,55,"wants, want, knows, needs, need, hera, needed, teach, ita, likes","A dominatrix guides her client through a BDSM session, focusing on her desires and means of gratification.",False
Doomsday Incident Discussion,0.2608695652173913,0.0008225035868625357,1.7535528976480246,248,"happened, happen, happening, did, just, going, interpretation, darlin, doom, gone",The couple discusses the impending doom and failure of an incident in the gallery.,False
Doorway Questions And Answers,0.03260869565217391,0.0005649958023762387,37.51669743963653,64,"huxleya, says, asks, lottiea, secure, questions, jpa, davea, glance, stands","The couple pauses at the door, asking and answering questions before moving on.",False
Dress Shopping Together,0.8586956521739131,0.0015503440805069472,3.822561106106175,53,"dress, dresses, panties, skirt, lace, heels, gown, wearing, wear, stilettos",She tries on various dresses while he waits patiently in the fitting room.,False
Early Morning Hesitation,0.33695652173913043,0.0009263144220401599,2.4648931619833307,225,"early, latea, ita, minutes, bylaws, wasn, stipulate, realized, mosquitoes, technically","She hesitates, unsure if it's too early to share her feelings.",False
Easy Conversations,0.31521739130434784,0.0008364477277836259,2.0427852052371596,128,"easy, simple, straightforward, peasy, natural, surprisingly, ita, easiest, comparison, target","The couple engages in casual, relaxed conversations while spending time together.",False
Embarrassing Admissions,0.7934782608695652,0.0012452189636726107,1.5368839886383938,294,"embarrassing, embarrassed, humiliating, shame, humiliated, embarrassment, ashamed, pity, embarrassinga, spare","She cringes, admitting her embarrassing moments to him in the kitchen.",False
Emotional Argument,1.0,0.0018340658100329693,2.1686767353688587,89,"hate, hated, loathe, hating, hates, loathed, dislike, shopping, method, survival",The couple argues heatedly in their living room.,False
Emotional Burden About Marriage,0.5217391304347826,0.0014475393894222545,10.192977649133162,84,"didn, wasn, nicka, couldn, wouldn, flinched, doesn, frowned, struggled, shook","She sat alone, afraid and unsure about her marriage.",False
Emotional Conversation Around Table,0.03260869565217391,0.0002991864263809872,23.052130066854396,268,"ameliea, diary, frowns, tosses, widens, pouts, gaze, glances, breaks, props","The couple sits at a table, engaged in a deep, emotional conversation.",False
Emotional Delusion Conversation,1.0,0.0070611637638898165,1.4886177718957372,320,"feelsa, feela, better, feels, felta, feeling, soa, makes, felt, queasy",She struggles to express her confusing feelings about their relationship while he listens intently.,False
Emotional Denial Conversation,0.010869565217391304,0.00020235311617374454,6.143386636217046,340,"reida, ha, mouths, samuela, fortunately, denial, minimized, texta, punched, guarda","She struggles to express her feelings, making him cringe with frustration.",False
Emotional Love Confession,1.0,0.0023343160479806033,1.700944215281278,282,"loved, respect, grandparentsa, outlast, interfered, woolton, mortgage, exceptions, grandkids, utmost","She told him she loved him, hoping for a reciprocated declaration.",False
Emotional Panic Attack,0.9347826086956522,0.0029613505041766307,2.6261956761551404,160,"gasped, tears, panic, cheeks, stomach, tear, hips, winced, wiped, belly","She gasps repeatedly, tears streaming down her cheeks, as panic surges through her body.",False
Emotional Panic Attacks,0.8804347826086957,0.0015129949075420508,2.250033952492205,127,"panic, emotions, emotional, attack, emotionally, attacks, hysteria, unease, excited, panicking","She struggles with sudden, intense feelings of panic and dread.",False
Emotional Relationship Delusion,0.8804347826086957,0.0018725267114154712,7.687276731400323,321,"cilliana, antidote, maine, evon, unlike, entertainment, spent, footed, entailed, tolerant","She struggles to understand her confusing feelings about their relationship, sitting alone in her room.",False
Emotional Support At Clinic,0.043478260869565216,0.0014370520158693664,27.617086936100947,51,"maddiea, sama, karaa, clinic, answered, didn, tremulous, couldn, friend, sighed","She sat trembling in the clinic, her sister beside her, as they awaited the physician's results.",False
Emotional Throat Tightness,0.5869565217391305,0.0012299142020270556,2.320108123621833,176,"throat, lump, clear, dries, swallowed, bile, tight, knot, clogged, cough","She struggles to hold back tears, feeling a lump in her throat as she tries to express her emotions.",False
Emotional Voice Cracks,0.5869565217391305,0.0011707320536691306,2.6502737846001585,165,"cracks, trails, muffled, murmur, shaky, sounds, soft, intended, breaking, strangled","She struggles to hold back tears, her voice cracking with emotion.",False
Engagement Surprise,0.010869565217391304,0.0005894363519472815,53.0384359991541,124,"viviana, shallowed, ante, returned, engagement, stunt, instances, cheeks, ex, flushed","The couple's parents, surprised, learn about their engagement.",False
Epic Love Confessions,1.0,0.004973581242351355,1.4551493882587552,108,"loved, fall, falling, believe, consuming, isna, true, fickle, kind, loves","The couple, in a quiet moment, confesses their deep, long-standing love for each other.",False
Erotic Lingerie Show,0.22826086956521738,0.0008288633710800276,2.739837078057534,301,"erotic, sexytimes, dangerously, alluring, unnatural, attractive, desired, seductive, sensual, lingerie","She seductively models lingerie, twirling and posing for him in the bedroom.",False
Evasive Answers,0.03260869565217391,0.0005679543556544569,28.68371447621094,214,"lottiea, asks, says, question, questiona, omg, connect, answer, say, whata","She asks him questions, but he evades giving direct answers.",False
Evening Boat Ride,0.9782608695652174,0.004141759825774088,23.089131705813976,220,"margota, eddiea, couldn, didn, wasn, blinked, moment, raised, boat, inspiration","The couple relaxes on a boat, enjoying the evening and each other's company.",False
Exasperated Conversations,0.717391304347826,0.0012334485691008164,2.4637432254645772,181,"lovelloa, released, grunt, expressionless, strides, remained, chuckled, halted, song, shifted","He glowered, exasperated, as she tried to explain herself.",False
Excited Diversion,0.44565217391304346,0.0010310562483730429,2.547247759343248,136,"fun, excited, excitement, entertaining, having, sounds, uncomplicated, goad, diversion, funa","The couple, excited and thrill-seeking, plans a fun activity together.",False
Exclusive Club Nights,0.7391304347826086,0.0013775570567531438,4.746902600434397,274,"clubs, members, exclusive, cluba, stag, wilder, restaurants, member, strip, whores","The couple frequents exclusive clubs, engaging in wild nights out.",False
Exiting Through Doorways,0.9891304347826086,0.002992231612481741,2.369601187743508,27,"door, doors, opened, car, stairs, shut, stepped, purse, headed, walked","She opened the door and stepped out into the hallway, leaving him behind in the car.",False
Exploring Virginity,0.45652173913043476,0.0010568269735658016,2.729258150026845,42,"sexual, intimate, virginity, intimacy, having, sexually, blowing, sexa, sexuality, just",She tentatively explores her virginity with him.,False
Expressive Yes,0.010869565217391304,9.06357507490008e-05,16.987725042962836,347,"yessss, , , , , , , , , ",She expresses her agreement with a resounding 'yes'.,False
Eye Contact And Connection,0.41304347826086957,0.001008942903699242,2.6639967234413544,164,"locked, stare, gazes, stared, lock, othera, moment, staring, meet, air","The couple's gazes lock, creating a moment of intense connection.",False
Eye Contact And Staring,0.9510869565217391,0.002947582167092522,4.476104003169071,20,"gaze, stare, staring, looks, stares, look, stared, glares, glances, looked","The couple's gazes meet and hold, their expressions intense.",False
Eyes Closed In Intimacy,0.7391304347826086,0.0016982550857143604,2.4916483251474215,97,"closed, eyelids, shut, sockets, squeeze, vision, fluttered, narrow, bulge, nearly",She closed her eyes as he leaned in for a kiss.,False
Family Apologies And Reconciliation,0.8043478260869565,0.001353649385257999,1.877904598810043,93,"parents, apologies, died, sister, ex, dada, brogue, pleasure, woozy, daughter","The family gathers around the table, with parents and siblings present, as apologies are exchanged and past faults are addressed.",False
Family Discussion Around Table,0.967391304347826,0.0016545344035677877,2.0236010691029747,81,"parents, children, kids, families, familya, aunts, uncles, parentsa, theya, grow","The family sits around the table, discussing their wants and needs.",False
Fascinated Gaze,0.9565217391304348,0.0041618191580314835,2.195318456170376,229,"widens, narrowed, gaze, widened, widen, tilts, narrows, brows, tilted, furrowed","She looks at him, her gaze widening with fascination.",False
Fearless Ladies Conversation,0.08695652173913043,0.0006890285313061875,19.419659322802502,243,"charlottea, answer, answered, reply, epitome, ladies, stammer, acknowledges, deteriorated, helloa",The fearless ladies engage in an outspoken conversation around the table.,False
Feminist Identity Affirmation,0.9891304347826086,0.0017288272203626646,1.9941986847674724,310,"foremost, tend, feminine, ama, ladies, feminist, conscious, especially, godawful, experience",She asserts her identity and purpose as a woman.,False
Firm Rejections,1.0,0.004130000513821653,1.6178127988500168,345,"dona, coy, daft, tramp, start, naa, pffft, dreamsa, downplay, maserati",She firmly rejects his advances in the dimly lit room.,False
Forgetting And Reminding,0.1956521739130435,0.0008223005760598957,2.610600000540815,204,"forget, forgot, forgotten, forgetting, completely, everybody, silliness, friendliest, requisite, defcon","She reminds him of something he'd forgotten, sparking a conversation about their shared past.",False
